player_id,player_name,es_toi_min,CNFI_SA,CNFI_SA_per60,CNFI_SA_lo95,CNFI_SA_hi95,CNFI_centrality,MNFI_SA,MNFI_SA_per60,MNFI_SA_lo95,MNFI_SA_hi95,MNFI_centrality,FNFI_SA,FNFI_SA_per60,FNFI_SA_lo95,FNFI_SA_hi95,FNFI_centrality,TNFI_SA,TNFI_SA_per60,TNFI_SA_lo95,TNFI_SA_hi95,P2_weighted,TNFI_rank_raw,P2_weighted_rank,rank_delta,weighting_flag
8479525,Ross Colton,3897.28,574,8.8369,8.1908,9.526,4.028,430,6.62,6.0531,7.2339,7.135,320,4.9265,4.434,5.4691,7.244,1324,20.3834,19.5025,21.2862,2.0111,458,452,6,
8475164,Jakob Silfverberg,2524.4,403,9.5785,8.7537,10.4684,4.417,232,5.5142,4.8755,6.2291,7.138,223,5.3003,4.6738,6.0035,6.978,858,20.393,19.3027,21.5188,1.9992,459,436,23,LOW_DANGER_MIX
8475236,Cody Eakin,840.75,118,8.4211,7.1081,9.9253,4.085,83,5.9233,4.8194,7.2427,6.675,85,6.066,4.9487,7.3974,6.882,286,20.4103,18.5307,22.3651,1.9413,460,372,88,LOW_DANGER_MIX
8476393,Nick Cousins,3380.2,507,8.9995,8.3016,9.7461,4.128,385,6.8339,6.2178,7.5034,7.288,258,4.5796,4.0712,5.1463,7.178,1150,20.413,19.4672,21.383,2.0479,461,487,-26,HIGH_DANGER_MIX
8477392,Hudson Fasching,1590.13,238,8.9804,7.9797,10.0839,4.16,164,6.1882,5.3483,7.1438,6.738,139,5.2448,4.4708,6.1391,7.403,541,20.4134,19.0424,21.834,1.9991,462,435,27,LOW_DANGER_MIX
8481725,Elmer Soderblom,963.33,146,9.0934,7.8207,10.5386,4.212,98,6.1038,5.0535,7.3483,8.48,84,5.2318,4.2603,6.4038,7.988,328,20.4291,18.6814,22.2669,1.9866,463,419,44,LOW_DANGER_MIX
8476419,Jean-Gabriel Pageau,4830.95,708,8.7933,8.2117,9.4084,4.038,530,6.5826,6.0722,7.13,7.238,407,5.0549,4.6045,5.5449,7.882,1645,20.4308,19.6367,21.2397,2.018,464,457,7,
8478891,Mason Appleton,3916.43,588,9.0082,8.3585,9.7011,4.269,413,6.3272,5.7737,6.9285,7.24,333,5.1016,4.602,5.651,7.634,1334,20.437,19.5583,21.3388,1.9964,465,432,33,LOW_DANGER_MIX
8479977,Kailer Yamamoto,3109.75,464,8.9525,8.2264,9.729,4.619,347,6.6951,6.0591,7.3874,6.79,249,4.8042,4.2622,5.4077,7.104,1060,20.4518,19.463,21.4609,2.0138,466,455,11,LOW_DANGER_MIX
8471817,Ryan Reaves,2156.28,339,9.4329,8.5489,10.3926,4.301,222,6.1773,5.4503,6.9907,6.887,174,4.8417,4.1964,5.5777,6.816,735,20.4519,19.2719,21.6711,2.0345,467,478,-11,HIGH_DANGER_MIX
8478400,Colin White,1143.05,203,10.6557,9.3922,12.0497,4.143,111,5.8265,4.8763,6.9392,6.802,76,3.9893,3.2071,4.9462,8.224,390,20.4715,18.8576,22.1511,2.1557,468,547,-79,HIGH_DANGER_MIX
8477953,Kasperi Kapanen,3717.83,534,8.6179,7.9632,9.316,4.272,432,6.9718,6.3771,7.6134,7.396,303,4.8899,4.3876,5.4437,8.158,1269,20.4797,19.5745,21.4026,2.0185,469,459,10,
8473473,Milan Lucic,1722.57,202,7.036,6.1735,7.9972,4.005,211,7.3495,6.469,8.3271,6.63,175,6.0956,5.2907,7.0037,7.063,588,20.4811,19.1552,21.8391,1.886,470,293,177,LOW_DANGER_MIX
8482451,Mikael Pyyhtia,725.95,113,9.3395,7.8658,11.0294,4.496,71,5.8682,4.6955,7.294,7.972,64,5.2896,4.1783,6.6603,6.844,248,20.4973,18.4809,22.6109,1.9661,471,397,74,LOW_DANGER_MIX
8479344,Jesse Puljujarvi,2247.62,317,8.4623,7.6343,9.3609,4.634,292,7.7949,6.9975,8.6655,7.151,159,4.2445,3.6508,4.9246,7.377,768,20.5017,19.339,21.6899,2.0235,472,469,3,
8477930,Pierre-Edouard Bellemare,1910.8,257,8.0699,7.1951,9.031,3.911,214,6.7197,5.9169,7.6145,6.659,182,5.7149,4.9726,6.5534,7.445,653,20.5045,19.2467,21.7962,1.966,473,395,78,LOW_DANGER_MIX
8479314,Matthew Tkachuk,4792.65,699,8.7509,8.1678,9.3668,4.036,562,7.0358,6.5071,7.6002,7.393,378,4.7322,4.294,5.2102,7.201,1639,20.5189,19.7195,21.3305,2.0384,474,482,-8,
8479373,Jonathan Dahlen,742.47,102,8.2428,6.873,9.847,3.706,92,7.4347,6.1316,8.9795,6.641,60,4.8487,3.8002,6.1624,7.9,254,20.5262,18.5441,22.6316,2.0575,475,494,-19,HIGH_DANGER_MIX
8475784,Jeff Skinner,4322.77,639,8.8693,8.2528,9.5224,4.133,542,7.523,6.9501,8.1349,7.351,299,4.1501,3.7186,4.6271,7.381,1480,20.5424,19.7013,21.398,2.0814,476,509,-33,HIGH_DANGER_MIX
8475760,Nick Bjugstad,3737.13,548,8.7982,8.1398,9.5008,4.409,442,7.0963,6.4988,7.7415,7.586,291,4.672,4.1823,5.2141,7.182,1281,20.5666,19.6643,21.4897,2.0263,477,472,5,
8473548,Phil Kessel,2084.05,295,8.4931,7.6348,9.4309,3.841,253,7.2839,6.4843,8.1675,7.494,167,4.8079,4.1541,5.5547,7.551,715,20.5849,19.3808,21.8247,2.0412,478,484,-6,
8480326,Sheldon Dries,699.42,108,9.2649,7.7764,10.991,4.176,72,6.1766,4.9558,7.6651,6.583,60,5.1471,4.036,6.536,6.517,240,20.5886,18.5453,22.7591,2.045,479,486,-7,
8475744,Evgeny Kuznetsov,3356.02,516,9.2252,8.5168,9.9812,4.19,368,6.5792,5.9715,7.2405,7.022,268,4.7914,4.2695,5.371,6.593,1152,20.5958,19.6433,21.5701,2.0529,480,489,-9,
8475168,Matt Duchene,5117.42,703,8.2424,7.6935,8.8254,4.188,609,7.1403,6.6256,7.6905,7.675,446,5.2292,4.7843,5.7121,7.195,1758,20.612,19.8402,21.4011,1.9868,481,420,61,LOW_DANGER_MIX
8475752,Tyler Pitlick,1402.68,178,7.614,6.6281,8.7187,4.27,156,6.6729,5.7474,7.7228,6.878,148,6.3307,5.4286,7.3592,7.351,482,20.6176,19.1494,22.1278,1.9018,482,312,170,LOW_DANGER_MIX
8471218,Blake Wheeler,2668.27,414,9.3094,8.5158,10.1644,4.309,308,6.9258,6.2319,7.6875,6.737,198,4.4523,3.892,5.087,7.343,920,20.6876,19.6216,21.7845,2.0831,483,511,-28,HIGH_DANGER_MIX
8484471,Emmitt Finnie,701.83,95,8.1216,6.7199,9.7576,3.874,89,7.6086,6.2509,9.2065,7.584,58,4.9584,3.8673,6.3198,8.121,242,20.6887,18.6301,22.8389,2.021,484,462,22,LOW_DANGER_MIX
8471214,Alex Ovechkin,5143.35,759,8.8542,8.2889,9.4522,4.303,583,6.801,6.2988,7.3388,7.456,433,5.0512,4.6146,5.5257,7.24,1775,20.7063,19.9354,21.494,2.0215,485,464,21,LOW_DANGER_MIX
8476438,Brandon Saad,4305.37,623,8.6822,8.0714,9.3325,4.335,552,7.6927,7.114,8.3126,6.909,312,4.3481,3.9062,4.8364,7.013,1487,20.723,19.8811,21.5849,2.0805,486,507,-21,HIGH_DANGER_MIX
8476374,Sean Kuraly,4009.52,603,9.0235,8.3787,9.7063,4.275,435,6.5095,5.9535,7.1089,7.326,347,5.1926,4.6933,5.7382,7.654,1385,20.7257,19.8494,21.6147,2.0217,487,465,22,LOW_DANGER_MIX
8482475,Egor Chinakhov,2619.6,397,9.093,8.2985,9.946,4.262,293,6.7109,6.0197,7.4684,7.29,215,4.9244,4.3292,5.5916,7.795,905,20.7284,19.647,21.8305,2.0372,488,480,8,
8475842,Sam Carrick,3096.63,492,9.5329,8.7848,10.3296,4.407,313,6.0647,5.4563,6.7308,7.393,266,5.154,4.5916,5.7767,7.041,1071,20.7516,19.756,21.7651,2.0258,489,471,18,LOW_DANGER_MIX
8482705,Cole Sillinger,4227.18,644,9.1408,8.5102,9.8102,4.374,462,6.5576,6.0146,7.1436,7.755,357,5.0672,4.5868,5.5933,7.689,1463,20.7656,19.9147,21.635,2.0232,490,467,23,LOW_DANGER_MIX
8477429,Andrew Copp,4677.45,705,9.0434,8.4462,9.6767,4.135,524,6.7216,6.1989,7.2839,7.538,393,5.0412,4.5849,5.5395,7.036,1622,20.8062,19.9976,21.6339,2.0548,491,490,1,
8482702,Logan Stankoven,1933.95,328,10.1761,9.2118,11.2184,4.18,189,5.8636,5.1166,6.7061,8.079,154,4.7778,4.1027,5.5526,8.143,671,20.8175,19.5634,22.1069,2.0937,492,520,-28,HIGH_DANGER_MIX
8480029,Alex Formenton,1005.78,140,8.3517,7.1487,9.7158,4.264,139,8.292,7.0932,9.6525,6.777,70,4.1758,3.3265,5.2199,8.114,349,20.8196,19.0882,22.6119,2.1083,493,525,-32,HIGH_DANGER_MIX
8478104,Sammy Blais,1454.45,226,9.3231,8.2632,10.4977,4.412,173,7.1367,6.2001,8.1982,7.243,106,4.3728,3.6381,5.2452,7.17,505,20.8326,19.3966,22.3299,2.088,494,514,-20,HIGH_DANGER_MIX
8478458,Jack Roslovic,4192.5,682,9.7603,9.1097,10.4503,4.268,491,7.0268,6.4645,7.6329,7.202,284,4.0644,3.6318,4.5455,7.169,1457,20.8515,19.9978,21.727,2.1481,495,545,-50,HIGH_DANGER_MIX
8479316,Luke Kunin,3645.47,516,8.4927,7.8374,9.1955,4.219,419,6.8962,6.3,7.5429,7.776,332,5.4643,4.9301,6.0516,7.235,1267,20.8533,19.9384,21.7927,1.999,496,434,62,LOW_DANGER_MIX
8480821,Filip Zadina,2085.7,328,9.4357,8.5349,10.4093,4.274,252,7.2494,6.4507,8.1296,6.917,145,4.1713,3.5622,4.8741,7.166,725,20.8563,19.645,22.0952,2.1255,497,535,-38,HIGH_DANGER_MIX
8475798,Mikael Granlund,5432.5,808,8.9241,8.372,9.5076,4.187,596,6.5826,6.101,7.0986,7.451,485,5.3566,4.9194,5.8297,7.462,1889,20.8633,20.112,21.6314,2.0343,498,477,21,LOW_DANGER_MIX
8478146,Matthew Highmore,919.68,115,7.5026,6.3106,8.8766,4.104,123,8.0245,6.7932,9.433,7.244,82,5.3497,4.3432,6.5575,7.439,320,20.8768,19.0644,22.7507,2.0,499,439,60,LOW_DANGER_MIX
8479772,Zack MacEwen,1602.28,252,9.4365,8.4178,10.557,3.885,186,6.9651,6.0797,7.9631,6.812,120,4.4936,3.7805,5.3303,7.775,558,20.8952,19.5223,22.319,2.1386,500,542,-42,HIGH_DANGER_MIX
8476871,Tanner Pearson,2735.93,432,9.4739,8.6827,10.3222,4.185,292,6.4037,5.7421,7.1311,7.664,229,5.0221,4.4338,5.6801,7.511,953,20.8996,19.8414,21.9824,2.0616,501,499,2,
8475766,Austin Watson,1604.6,233,8.7125,7.727,9.7952,4.077,196,7.3289,6.4197,8.3427,6.908,130,4.861,4.1177,5.722,6.823,559,20.9024,19.5219,22.3159,2.0795,502,506,-4,
8483493,Frank Nazar,1360.33,216,9.5271,8.4217,10.7524,4.361,156,6.8807,5.9306,7.9643,8.391,102,4.4989,3.73,5.4136,7.216,474,20.9066,19.4198,22.455,2.0808,503,508,-5,
8479543,Michael Pezzetta,1522.98,228,8.9824,7.9601,10.1102,4.206,157,6.1852,5.328,7.1622,7.146,146,5.7519,4.9247,6.701,6.986,531,20.9195,19.5077,22.3765,2.0095,504,451,53,LOW_DANGER_MIX
8473544,Derick Brassard,1120.95,180,9.6347,8.4146,10.993,4.211,114,6.102,5.1204,7.2462,6.763,97,5.192,4.2871,6.266,6.237,391,20.9287,19.2873,22.6301,2.0887,505,515,-10,
8470626,Loui Eriksson,814.03,133,9.803,8.375,11.4216,4.511,98,7.2233,5.9881,8.673,6.939,53,3.9065,3.0073,5.0511,7.868,284,20.9328,19.0158,22.9367,2.1423,506,544,-38,HIGH_DANGER_MIX
8471276,David Krejci,954.37,155,9.7447,8.4256,11.2337,3.968,106,6.6641,5.5624,7.9581,6.83,72,4.5266,3.6216,5.6394,6.958,333,20.9353,19.1681,22.7913,2.1344,507,540,-33,HIGH_DANGER_MIX
8481477,Nico Sturm,3205.33,494,9.2471,8.5229,10.0229,4.379,381,7.1319,6.4875,7.8324,7.483,244,4.5674,4.0469,5.1497,6.906,1119,20.9463,19.9697,21.9491,2.083,508,510,-2,
8476455,Gabriel Landeskog,1382.55,219,9.5042,8.4036,10.7121,4.228,151,6.5531,5.629,7.6029,7.225,113,4.904,4.1041,5.8397,7.894,483,20.9613,19.4738,22.4852,2.0993,509,523,-14,HIGH_DANGER_MIX
8482652,Walker Duehr,775.17,116,8.9787,7.5774,10.5912,4.078,90,6.9662,5.7265,8.4362,6.656,65,5.0312,3.9809,6.3299,8.277,271,20.9761,19.0152,23.0351,2.063,510,500,10,
8481618,Alex Newhook,3955.25,620,9.4052,8.746,10.1056,4.163,408,6.1892,5.6438,6.7817,7.098,355,5.3852,4.8747,5.9443,7.377,1383,20.9797,20.0984,21.8811,2.0607,511,498,13,LOW_DANGER_MIX
8478477,Mitchell Stephens,663.47,102,9.2243,7.703,10.9979,4.382,75,6.7826,5.4724,8.3697,7.32,55,4.9739,3.8572,6.3858,8.145,232,20.9807,18.8747,23.22,2.0594,512,497,15,LOW_DANGER_MIX
8477964,Ivan Barbashev,5222.82,780,8.9607,8.3959,9.5558,4.338,654,7.5132,6.9908,8.0681,7.358,394,4.5263,4.1149,4.9748,6.939,1828,21.0002,20.2302,21.7819,2.0916,513,516,-3,
8479379,Givani Smith,967.92,167,10.3521,9.0015,11.8563,3.707,92,5.703,4.688,6.909,6.576,80,4.9591,4.0143,6.1011,7.375,339,21.0142,19.248,22.8478,2.1738,514,558,-44,HIGH_DANGER_MIX
8479291,Kevin Rooney,1638.15,238,8.7172,7.7438,9.7917,4.063,181,6.6294,5.7732,7.5963,6.729,155,5.6771,4.8832,6.586,7.49,574,21.0237,19.6618,22.4315,2.0246,515,470,45,LOW_DANGER_MIX
8470606,Dustin Brown,807.45,135,10.0316,8.5874,11.6761,4.385,92,6.8363,5.6328,8.267,7.12,56,4.1612,3.2294,5.3426,7.196,283,21.0292,19.1122,23.0545,2.1633,516,553,-37,HIGH_DANGER_MIX
8480762,Eric Robinson,3430.78,557,9.7412,9.023,10.5036,4.135,408,7.1354,6.5105,7.8105,7.127,238,4.1623,3.6803,4.7016,7.164,1203,21.0389,20.0901,22.0051,2.163,517,552,-35,HIGH_DANGER_MIX
8483447,Conor Geekie,677.33,97,8.5925,7.1339,10.3012,3.938,77,6.8209,5.5181,8.3919,7.039,64,5.6693,4.4836,7.1351,6.406,238,21.0827,18.9909,23.2958,2.059,518,495,23,LOW_DANGER_MIX
8482222,Alexander Barabanov,2743.08,379,8.2899,7.5457,9.0954,4.208,355,7.765,7.0425,8.5501,7.301,230,5.0308,4.443,5.6888,7.213,964,21.0858,20.0275,22.1702,2.0558,519,493,26,LOW_DANGER_MIX
8482117,Lukas Reichel,2139.22,346,9.7045,8.8057,10.678,4.413,238,6.6753,5.9179,7.5178,8.286,168,4.712,4.0729,5.4428,7.28,752,21.0918,19.8969,22.323,2.0939,520,521,-1,
8477989,Christian Dvorak,3697.83,543,8.8106,8.1477,9.5166,4.096,412,6.685,6.1003,7.3175,7.515,345,5.5979,5.0602,6.1857,7.029,1300,21.0934,20.1788,22.0246,2.0392,521,483,38,LOW_DANGER_MIX
8484144,Connor Bedard,3278.65,524,9.5893,8.8597,10.3646,4.382,380,6.9541,6.3228,7.6378,8.368,249,4.5568,4.0415,5.1306,7.791,1153,21.1001,20.1282,22.0884,2.1045,522,524,-2,
8476329,Travis Boyd,2285.48,340,8.9259,8.0876,9.8387,4.171,277,7.272,6.5085,8.1149,7.422,187,4.9092,4.2773,5.6275,7.257,804,21.1071,19.9526,22.3005,2.0863,523,512,11,LOW_DANGER_MIX
8479415,Michael McLeod,2363.37,314,7.9717,7.1874,8.83,4.232,316,8.0225,7.2359,8.8829,7.0,202,5.1283,4.4924,5.8465,7.584,832,21.1224,19.9855,22.2947,2.0432,524,485,39,LOW_DANGER_MIX
8471217,Andrew Ladd,607.02,85,8.4017,6.881,10.1946,5.153,82,8.1052,6.6109,9.8754,6.171,47,4.6457,3.5236,6.0869,5.426,214,21.1526,18.9349,23.4828,2.033,525,476,49,LOW_DANGER_MIX
8482070,Mitchell Chaffee,1083.52,163,9.0262,7.8196,10.3728,4.215,124,6.8665,5.8074,8.083,7.427,95,5.2606,4.3337,6.3577,7.379,382,21.1533,19.4716,22.8788,2.072,526,503,23,LOW_DANGER_MIX
8478870,Rudolfs Balcers,966.73,126,7.8202,6.6322,9.1793,4.317,128,7.9443,6.7473,9.3114,7.195,87,5.3996,4.4111,6.5798,7.805,341,21.1641,19.3896,22.9969,2.0033,527,446,81,LOW_DANGER_MIX
8481147,Reese Johnson,1309.17,217,9.9453,8.7968,11.2136,4.516,152,6.9663,5.9926,8.0765,7.592,93,4.2623,3.5009,5.1753,7.108,462,21.1738,19.651,22.7535,2.1259,528,536,-8,
8476934,Brock McGinn,2119.25,289,8.1821,7.3457,9.0995,4.27,257,7.2762,6.4839,8.1524,7.148,202,5.719,5.0128,6.5145,7.069,748,21.1773,19.9759,22.4157,2.0072,529,449,80,LOW_DANGER_MIX
8476981,Josh Anderson,4495.53,724,9.6629,9.0347,10.3239,4.267,474,6.3263,5.8071,6.8846,7.357,389,5.1918,4.7192,5.7058,7.226,1587,21.181,20.3485,22.0242,2.0918,530,517,13,LOW_DANGER_MIX
8479991,Jake Leschyshyn,716.3,117,9.8004,8.288,11.5365,4.128,85,7.1199,5.822,8.668,7.329,51,4.272,3.2753,5.5467,6.804,253,21.1922,19.1523,23.3438,2.1679,531,556,-25,HIGH_DANGER_MIX
8478975,Mason Marchment,4106.85,628,9.1749,8.5336,9.8545,4.189,485,7.0857,6.5146,7.6992,7.94,338,4.9381,4.4567,5.4659,7.938,1451,21.1987,20.3294,22.0829,2.0929,532,519,13,LOW_DANGER_MIX
8479328,Julien Gauthier,1211.12,202,10.0073,8.8121,11.3309,4.287,135,6.688,5.698,7.8268,6.311,91,4.5082,3.6962,5.4824,8.374,428,21.2036,19.6203,22.8466,2.1635,533,554,-21,HIGH_DANGER_MIX
8482460,Matt Rempe,507.45,97,11.4691,9.5672,13.6699,4.113,55,6.5031,5.0578,8.3133,7.309,28,3.3107,2.309,4.7196,8.25,180,21.2829,18.8765,23.8579,2.2922,534,586,-52,HIGH_DANGER_MIX
8476994,Vinnie Hinostroza,2029.12,335,9.9058,8.9752,10.9135,4.188,240,7.0967,6.2969,7.9838,7.375,145,4.2876,3.6628,5.0101,6.559,720,21.2901,20.0596,22.5558,2.1767,535,560,-25,HIGH_DANGER_MIX
8470604,Jeff Carter,2652.8,360,8.1423,7.3914,8.9553,4.133,311,7.0341,6.3321,7.8014,7.312,271,6.1294,5.4716,6.8552,7.697,942,21.3058,20.2249,22.4086,1.9972,536,433,103,LOW_DANGER_MIX
8481554,Kaapo Kakko,3978.07,637,9.6077,8.9438,10.3113,4.159,459,6.923,6.3495,7.5412,7.418,318,4.7963,4.3147,5.3267,7.626,1414,21.3269,20.4436,22.2277,2.1314,537,538,-1,
8477482,Zachary Sanford,1450.88,218,9.0152,7.9668,10.1729,4.372,179,7.4024,6.4458,8.4771,6.547,119,4.9211,4.1384,5.8355,6.924,516,21.3387,19.8838,22.836,2.1126,538,526,12,LOW_DANGER_MIX
8479981,Jonah Gadjovich,1259.38,196,9.3379,8.2022,10.605,4.163,129,6.1459,5.2141,7.2265,7.333,123,5.86,4.9499,6.9205,7.569,448,21.3438,19.792,22.9612,2.0649,539,501,38,LOW_DANGER_MIX
8483445,Cutter Gauthier,1587.7,270,10.2034,9.141,11.3576,4.044,158,5.9709,5.1436,6.9119,8.108,137,5.1773,4.4065,6.066,7.876,565,21.3516,19.9572,22.7798,2.1328,540,539,1,
8476624,Barclay Goodrow,4269.92,709,9.9627,9.3109,10.6502,4.243,463,6.506,5.9673,7.0867,7.147,349,4.9041,4.4332,5.4199,7.461,1521,21.3728,20.5187,22.2416,2.1403,541,543,-2,
8477979,Nicolas Aube-Kubel,2207.82,332,9.0225,8.1637,9.9527,4.238,261,7.093,6.3239,7.9405,7.636,194,5.2722,4.6055,6.0239,7.237,787,21.3876,20.2031,22.5985,2.094,542,522,20,LOW_DANGER_MIX
8478495,Denis Gurianov,1843.63,295,9.6006,8.6373,10.6449,4.302,222,7.2249,6.3793,8.1623,7.077,142,4.6213,3.9419,5.4044,7.204,659,21.4468,20.1491,22.7715,2.1504,543,546,-3,
8474161,Jakub Voracek,1307.08,186,8.5381,7.465,9.7381,4.339,176,8.0791,7.0332,9.2544,6.864,106,4.8658,4.05,5.8295,7.575,468,21.4829,19.9518,23.0667,2.1187,544,531,13,LOW_DANGER_MIX
8478463,Anthony Beauvillier,4521.37,664,8.8115,8.2111,9.4493,4.214,551,7.3119,6.7595,7.9041,7.475,406,5.3878,4.9088,5.9093,7.49,1621,21.5112,20.6817,22.3586,2.0879,545,513,32,LOW_DANGER_MIX
8478051,Max Willman,665.05,89,8.0295,6.6029,9.7096,3.91,92,8.3001,6.8505,10.0003,6.75,58,5.2327,4.0845,6.6662,6.379,239,21.5623,19.43,23.7948,2.0725,546,504,42,LOW_DANGER_MIX
8480074,Alexandre Texier,2147.67,347,9.6942,8.7953,10.6627,4.478,268,7.4872,6.6875,8.3649,7.481,157,4.3862,3.7698,5.0926,8.115,772,21.5676,20.3628,22.7958,2.172,547,557,-10,
8480216,Jacob Peterson,889.23,148,9.9861,8.6062,11.5435,4.622,111,7.4896,6.2838,8.893,6.333,61,4.1159,3.2272,5.2295,7.41,320,21.5916,19.744,23.5229,2.1764,548,559,-11,HIGH_DANGER_MIX
8473994,Jamie Benn,4597.17,713,9.3057,8.6955,9.9512,4.25,516,6.7346,6.2066,7.3019,7.764,426,5.5599,5.0774,6.0837,7.608,1655,21.6003,20.7758,22.4403,2.0922,549,518,31,LOW_DANGER_MIX
8474149,Evgenii Dadonov,3630.35,549,9.0735,8.3972,9.7958,4.115,433,7.1563,6.5484,7.8139,7.469,326,5.3879,4.8561,5.9728,7.393,1308,21.6178,20.6921,22.5653,2.1138,550,527,23,LOW_DANGER_MIX
8482775,Oliver Kapanen,738.13,139,11.2988,9.7067,13.0886,4.108,64,5.2023,4.1098,6.5535,7.844,63,5.121,4.0374,6.4641,7.222,266,21.6221,19.5959,23.7429,2.2151,551,571,-20,HIGH_DANGER_MIX
8470610,Zach Parise,2455.92,351,8.5752,7.7778,9.4389,4.08,317,7.7446,6.9833,8.5748,6.962,222,5.4236,4.7809,6.1428,7.455,890,21.7434,20.6157,22.8954,2.1148,552,528,24,LOW_DANGER_MIX
8478432,Christian Fischer,2820.8,417,8.8698,8.1121,9.6838,4.094,348,7.4022,6.7041,8.1606,7.578,258,5.4878,4.8821,6.1594,7.512,1023,21.7598,20.7056,22.8333,2.1199,553,532,21,LOW_DANGER_MIX
8481517,Brett Leason,2284.92,386,10.136,9.2474,11.0906,4.264,247,6.486,5.761,7.2895,7.372,198,5.1993,4.548,5.9335,7.338,831,21.8214,20.6517,23.0169,2.1671,554,555,-1,
8480011,Klim Kostin,1733.18,263,9.1046,8.1383,10.1653,4.559,234,8.1007,7.1844,9.1156,6.893,134,4.6389,3.9397,5.4512,7.231,631,21.8442,20.5066,23.2225,2.1585,555,550,5,
8479322,Wade Allison,735.37,117,9.5463,8.071,11.2437,4.248,93,7.5881,6.2653,9.1514,7.602,58,4.7323,3.6923,6.0398,7.741,268,21.8666,19.8369,24.0026,2.1922,556,565,-9,
8480025,MacKenzie Entwistle,1870.32,294,9.4316,8.4855,10.4651,4.361,244,7.8276,6.9581,8.7905,7.5,145,4.6516,3.9759,5.4328,7.097,683,21.9107,20.6228,23.2392,2.1786,557,563,-6,
8480870,Bo Groulx,821.52,130,9.4946,8.0882,11.0807,4.1,94,6.8654,5.6622,8.2757,7.383,76,5.5507,4.4704,6.852,8.25,300,21.9107,19.9651,23.9059,2.1207,557,533,24,LOW_DANGER_MIX
8477944,Jakub Vrana,1182.47,211,10.7064,9.4639,12.0824,4.265,159,8.0679,6.9747,9.3095,6.623,62,3.146,2.4679,4.0005,7.145,432,21.9203,20.3103,23.5998,2.3554,559,597,-38,HIGH_DANGER_MIX
8479368,Max Jones,1754.02,296,10.1253,9.1174,11.2203,4.189,186,6.3625,5.5491,7.2794,7.538,159,5.4389,4.6856,6.2998,7.597,641,21.9268,20.5938,23.2955,2.1567,560,548,12,LOW_DANGER_MIX
8477409,Carter Verhaeghe,5289.5,889,10.0841,9.4931,10.7022,4.231,593,6.7265,6.2326,7.253,7.029,455,5.1612,4.7252,5.6322,7.633,1937,21.9718,21.1969,22.7543,2.196,561,566,-5,
8477996,Juho Lammikko,856.35,126,8.8282,7.5023,10.3504,4.079,113,7.9173,6.6581,9.3803,6.885,75,5.2549,4.2283,6.5068,7.44,314,22.0004,20.1119,23.9782,2.1578,562,549,13,LOW_DANGER_MIX
8474034,Patrick Maroon,2899.45,420,8.6913,7.9521,9.4896,4.021,368,7.6152,6.9188,8.3733,7.147,277,5.7321,5.1227,6.4076,7.361,1065,22.0387,21.0003,23.1049,2.124,563,534,29,LOW_DANGER_MIX
8477952,Robby Fabbri,2724.98,434,9.556,8.7605,10.409,4.141,322,7.09,6.3947,7.8496,7.059,245,5.3945,4.7842,6.074,7.033,1001,22.0405,20.9662,23.1369,2.1773,564,561,3,
8477941,Nick Ritchie,1485.02,234,9.4544,8.3959,10.6193,4.415,199,8.0403,7.0573,9.1369,6.693,113,4.5656,3.8205,5.4421,6.469,546,22.0604,20.6114,23.5508,2.208,565,570,-5,
8474849,Antoine Roussel,543.05,96,10.6068,8.8206,12.6673,3.583,57,6.2978,4.9144,8.0153,8.228,47,5.1929,3.9429,6.7924,7.362,200,22.0974,19.7286,24.5813,2.238,566,576,-10,
8477425,Miles Wood,2448.33,379,9.288,8.4619,10.1814,4.224,281,6.8863,6.1655,7.6814,7.039,242,5.9306,5.2592,6.6789,7.694,902,22.1048,20.9745,23.2659,2.1364,567,541,26,LOW_DANGER_MIX
8478131,Ondrej Kase,602.35,83,8.2676,6.7572,10.0632,3.976,92,9.1641,7.5773,11.0257,6.315,47,4.6817,3.5531,6.1367,7.66,222,22.1134,19.8705,24.4819,2.2034,568,569,-1,
8478075,Anders Bjork,820.7,130,9.5041,8.0982,11.094,4.285,101,7.3839,6.1375,8.8357,7.109,72,5.2638,4.2132,6.541,7.764,303,22.1518,20.2041,24.1566,2.1794,569,564,5,
8478067,Oskar Lindblom,1619.12,241,8.9308,7.941,10.0216,4.336,200,7.4114,6.5034,8.4275,6.93,157,5.818,5.0099,6.7414,7.146,598,22.1602,20.7713,23.5894,2.1161,570,529,41,LOW_DANGER_MIX
8479580,Dylan Gambrell,1198.8,187,9.3594,8.1917,10.6557,4.155,161,8.0581,6.9686,9.285,6.64,96,4.8048,3.9607,5.8082,6.823,444,22.2222,20.6058,23.8809,2.2379,571,575,-4,
8475765,Vladimir Tarasenko,4669.0,704,9.0469,8.4483,9.68,4.276,598,7.6847,7.1279,8.2783,6.921,430,5.5258,5.0481,6.0438,7.349,1732,22.2574,21.4327,23.0949,2.1619,572,551,21,LOW_DANGER_MIX
8483499,Liam Ohgren,851.05,144,10.1522,8.7312,11.7527,4.042,94,6.6271,5.4674,7.9977,7.787,78,5.4991,4.4437,6.7753,7.385,316,22.2784,20.3707,24.258,2.2164,573,572,1,
