player_id,player_name,es_toi_min,P1a_weighted_CNFI,P1a_weighted_MNFI,P1a_weighted_total,P2_weighted,z_P1a_weighted,z_P2_weighted,twoway_score,off_rank,def_rank,twoway_rank
8476346,Johnny Gaudreau,3894.13,1.3993,1.0663,2.4656000000000002,1.9111,0.8113899360213325,0.0014514940110161715,0.8099384420103163,118,323,170
8477955,Jared McCann,4622.0,1.1124,0.8872,1.9996,1.6224,-0.6863318040658509,-1.4872978117441293,0.8009660076782784,466,28,171
8475745,Charlie Coyle,5213.95,1.4067,0.83,2.2367,1.7711,0.07570644609438694,-0.7204913629537244,0.7961978090481113,254,146,172
8480901,Karson Kuhlman,945.52,1.33,1.0072,2.3372,1.8365,0.3987129587097566,-0.38324091405733807,0.7819538727670947,182,230,173
8477446,Michael McCarron,2918.87,1.4182,0.7086,2.1268,1.7058,-0.27751162093475806,-1.057226138380849,0.7797145174460909,341,69,174
8480012,Elias Pettersson,5330.63,1.2654,0.7955,2.0609,1.6651,-0.48931390134622754,-1.267105240369884,0.7777913390236564,409,40,175
8480802,Ryan McLeod,4095.6,1.5408,1.0564,2.5972,1.9994,1.2343516978141926,0.4567911673680631,0.7775605304461295,69,437,176
8475191,Reilly Smith,4404.93,1.4531,0.9895,2.4426,1.9038,0.7374680475620935,-0.03619266924500284,0.7736607168070964,125,313,177
8478421,A.J. Greer,2285.35,1.5137,0.849,2.3627000000000002,1.8552,0.48066983504499966,-0.2868099753056196,0.7674798103506193,166,253,178
8481641,Joel Kiviranta,2887.38,1.3855,0.9347,2.3202,1.8307,0.3440750411529269,-0.4131499752744489,0.7572250164273758,192,218,179
8478046,Danton Heinen,3569.52,1.4109,0.9682,2.3791,1.8695,0.5333793555115871,-0.2130686692013641,0.7464480247129512,159,272,180
8473473,Milan Lucic,1722.57,1.3426,1.0626,2.4052,1.886,0.6172646289370696,-0.12798254677337711,0.7452471757104466,145,293,181
8481617,Vasily Podkolzin,3152.25,1.5068,0.9737,2.4805,1.9335,0.8592784637623173,0.11696235112537443,0.7423161126369429,110,361,182
8481703,Valtteri Puustinen,635.88,1.5035,0.7695,2.273,1.8043,0.19237447005396863,-0.5492877711592283,0.741662241213197,232,184,183
8478211,Dryden Hunt,1537.43,1.3671,0.7069,2.074,1.681,-0.4472105648759666,-1.1851131587574597,0.7379025938814932,391,49,184
8482720,Matthew Knies,2911.53,1.5367,0.9225,2.4592,1.9224,0.7908203670587611,0.059722596037456346,0.7310977710213048,119,341,185
8481577,Philip Tomasino,2349.7,1.2709,0.9408,2.2117,1.7688,-0.00464343266565478,-0.7323518527467163,0.7277084200810615,271,143,186
8477497,Sean Monahan,3736.13,1.2527,0.9059,2.1586,1.736,-0.17530657515198445,-0.9014927506641695,0.726186175512185,316,102,187
8475728,Johan Larsson,594.53,1.1596,0.9836,2.1432,1.7282,-0.22480210046816915,-0.9417152812664908,0.7169131807983217,328,91,188
