name,name_raw,season_end_year,age,height_in,weight_lbs
adin hill,Adin Hill,2020,23.0,76.0,222.0
cory schneider,Cory Schneider,2020,33.0,74.0,210.0
chris driedger,Chris Driedger,2020,25.0,76.0,210.0
igor shesterkin,Igor Shesterkin,2020,24.0,73.0,199.0
calvin petersen,Calvin Petersen,2020,25.0,74.0,185.0
jonas johansson,Jonas Johansson,2020,24.0,77.0,220.0
keith kinkaid,Keith Kinkaid,2020,30.0,75.0,186.0
matiss kivlenieks,Matiss Kivlenieks,2020,23.0,74.0,178.0
charlie lindgren,Charlie Lindgren,2020,26.0,74.0,190.0
kaapo kahkanen,Kaapo KÃ¤hkÃ¶nen,2020,23.0,74.0,217.0
alex nedeljkovic,Alex Nedeljkovic,2020,24.0,72.0,205.0
eric comrie,Eric Comrie,2020,24.0,73.0,190.0
anton forsberg,Anton Forsberg,2020,27.0,75.0,200.0
alex lyon,Alex Lyon,2020,27.0,73.0,199.0
calvin pickard,Calvin Pickard,2020,27.0,73.0,206.0
antoine bibeau,Antoine Bibeau,2020,25.0,75.0,205.0
cayden primeau,Cayden Primeau,2020,20.0,,
gilles senn,Gilles Senn,2020,23.0,77.0,191.0
adam werner,Adam Werner,2020,22.0,77.0,205.0
david ayres,David Ayres,2020,42.0,72.0,201.0
oscar dansk,Oscar Dansk,2020,25.0,75.0,204.0
michael dipietro,Michael DiPietro,2020,20.0,73.0,205.0
kasimir kaskisuo,Kasimir Kaskisuo,2020,26.0,74.0,205.0
garret sparks,Garret Sparks,2020,26.0,75.0,205.0
anthony stolarz,Anthony Stolarz,2020,26.0,78.0,248.0
league average,League Average,2020,,,
connor hellebuyck,Connor Hellebuyck,2021,27.0,76.0,207.0
jacob markstram,Jacob MarkstrÃ¶m,2021,31.0,78.0,207.0
jordan binnington,Jordan Binnington,2021,27.0,74.0,172.0
andrei vasilevskiy,Andrei Vasilevskiy,2021,26.0,76.0,223.0
philipp grubauer,Philipp Grubauer,2021,29.0,73.0,188.0
tristan jarry,Tristan Jarry,2021,25.0,76.0,201.0
kevin lankinen,Kevin Lankinen,2021,25.0,74.0,190.0
vatek vanaaek,VÃ­tek VanÄÄek,2021,25.0,74.0,184.0
marc andra fleury,Marc-AndrÃ© Fleury,2021,36.0,74.0,185.0
juuse saros,Juuse Saros,2021,25.0,71.0,180.0
semyon varlamov,Semyon Varlamov,2021,32.0,74.0,201.0
mackenzie blackwood,Mackenzie Blackwood,2021,24.0,76.0,225.0
thatcher demko,Thatcher Demko,2021,25.0,76.0,192.0
john gibson,John Gibson,2021,27.0,75.0,209.0
calvin petersen,Calvin Petersen,2021,26.0,74.0,185.0
igor shesterkin,Igor Shesterkin,2021,25.0,73.0,199.0
thomas greiss,Thomas Greiss,2021,35.0,74.0,219.0
martin jones,Martin Jones,2021,31.0,77.0,203.0
joonas korpisalo,Joonas Korpisalo,2021,26.0,76.0,200.0
cam talbot,Cam Talbot,2021,33.0,75.0,202.0
anton khudobin,Anton Khudobin,2021,34.0,71.0,195.0
mike smith,Mike Smith,2021,38.0,77.0,220.0
sergei bobrovsky,Sergei Bobrovsky,2021,32.0,74.0,180.0
brian elliott,Brian Elliott,2021,35.0,74.0,221.0
jake allen,Jake Allen,2021,30.0,74.0,197.0
jake oettinger,Jake Oettinger,2021,22.0,78.0,225.0
elvis merza ikins,Elvis MerzÄ¼ikins,2021,26.0,75.0,190.0
carter hart,Carter Hart,2021,22.0,74.0,196.0
darcy kuemper,Darcy Kuemper,2021,30.0,77.0,215.0
matt murray,Matt Murray,2021,26.0,77.0,220.0
mikko koskinen,Mikko Koskinen,2021,32.0,79.0,202.0
carey price,Carey Price,2021,33.0,75.0,217.0
frederik andersen,Frederik Andersen,2021,31.0,76.0,229.0
jonathan bernier,Jonathan Bernier,2021,32.0,72.0,185.0
kaapo kahkanen,Kaapo KÃ¤hkÃ¶nen,2021,24.0,74.0,217.0
tuukka rask,Tuukka Rask,2021,33.0,75.0,176.0
pekka rinne,Pekka Rinne,2021,38.0,77.0,217.0
chris driedger,Chris Driedger,2021,26.0,76.0,210.0
alex nedeljkovic,Alex Nedeljkovic,2021,25.0,72.0,205.0
jack campbell,Jack Campbell,2021,29.0,75.0,200.0
jonathan quick,Jonathan Quick,2021,35.0,73.0,219.0
james reimer,James Reimer,2021,32.0,74.0,200.0
ilya sorokin,Ilya Sorokin,2021,25.0,75.0,189.0
devan dubnyk,Devan Dubnyk,2021,34.0,78.0,224.0
braden holtby,Braden Holtby,2021,31.0,73.0,215.0
casey desmith,Casey DeSmith,2021,29.0,72.0,188.0
linus ullmark,Linus Ullmark,2021,27.0,76.0,223.0
alexandar georgiev,Alexandar Georgiev,2021,24.0,73.0,178.0
jaroslav halak,Jaroslav HalÃ¡k,2021,35.0,71.0,189.0
adin hill,Adin Hill,2021,24.0,76.0,222.0
robin lehner,Robin Lehner,2021,29.0,76.0,240.0
ilya samsonov,Ilya Samsonov,2021,23.0,75.0,208.0
david rittich,David Rittich,2021,28.0,75.0,200.0
ville husso,Ville Husso,2021,25.0,75.0,205.0
ryan miller,Ryan Miller,2021,40.0,74.0,168.0
malcolm subban,Malcolm Subban,2021,27.0,74.0,200.0
scott wedgewood,Scott Wedgewood,2021,28.0,74.0,201.0
jonas johansson,Jonas Johansson,2021,25.0,77.0,220.0
laurent brossoit,Laurent Brossoit,2021,27.0,75.0,203.0
marcus hagberg,Marcus HÃ¶gberg,2021,26.0,77.0,232.0
carter hutton,Carter Hutton,2021,35.0,72.0,208.0
dustin tokarski,Dustin Tokarski,2021,31.0,72.0,198.0
curtis mcelhinney,Curtis McElhinney,2021,37.0,74.0,203.0
petr mrazek,Petr MrÃ¡zek,2021,28.0,74.0,192.0
antti raanta,Antti Raanta,2021,31.0,72.0,195.0
josef koaenaa,Josef KoÅenÃ¡Å,2021,23.0,73.0,185.0
jeremy swayman,Jeremy Swayman,2021,22.0,75.0,195.0
filip gustavsson,Filip Gustavsson,2021,22.0,74.0,184.0
keith kinkaid,Keith Kinkaid,2021,31.0,75.0,186.0
joey daccord,Joey Daccord,2021,24.0,74.0,201.0
anton forsberg,Anton Forsberg,2021,28.0,75.0,200.0
michael hutchinson,Michael Hutchinson,2021,30.0,75.0,198.0
anthony stolarz,Anthony Stolarz,2021,27.0,78.0,248.0
aaron dell,Aaron Dell,2021,31.0,72.0,213.0
collin delia,Collin Delia,2021,26.0,74.0,208.0
alex lyon,Alex Lyon,2021,28.0,73.0,199.0
calvin pickard,Calvin Pickard,2021,28.0,73.0,206.0
hunter miska,Hunter Miska,2021,25.0,73.0,175.0
daniel vladaa,Daniel VladaÅ,2021,23.0,77.0,209.0
craig anderson,Craig Anderson,2021,39.0,74.0,187.0
michael houser,Michael Houser,2021,28.0,73.0,190.0
spencer knight,Spencer Knight,2021,19.0,75.0,191.0
ukko pekka luukkonen,Ukko-Pekka Luukkonen,2021,21.0,77.0,223.0
cayden primeau,Cayden Primeau,2021,21.0,,
alexei melnichuk,Alexei Melnichuk,2021,22.0,73.0,204.0
ivan prosvetov,Ivan Prosvetov,2021,21.0,77.0,175.0
christopher gibson,Christopher Gibson,2021,28.0,74.0,217.0
troy grosenick,Troy Grosenick,2021,31.0,73.0,181.0
matiss kivlenieks,Matiss Kivlenieks,2021,24.0,74.0,178.0
eric comrie,Eric Comrie,2021,25.0,73.0,190.0
oscar dansk,Oscar Dansk,2021,26.0,75.0,204.0
louis domingue,Louis Domingue,2021,28.0,75.0,208.0
kasimir kaskisuo,Kasimir Kaskisuo,2021,27.0,74.0,205.0
maxime lagace,Maxime Lagace,2021,28.0,74.0,190.0
stuart skinner,Stuart Skinner,2021,22.0,76.0,215.0
logan thompson,Logan Thompson,2021,23.0,76.0,207.0
veini vehvilainen,Veini VehvilÃ¤inen,2021,23.0,,
artyom zagidulin,Artyom Zagidulin,2021,25.0,74.0,180.0
league average,League Average,2021,,,
juuse saros,Juuse Saros,2022,26.0,71.0,180.0
connor hellebuyck,Connor Hellebuyck,2022,28.0,76.0,207.0
thatcher demko,Thatcher Demko,2022,26.0,76.0,192.0
jacob markstram,Jacob MarkstrÃ¶m,2022,32.0,78.0,207.0
andrei vasilevskiy,Andrei Vasilevskiy,2022,27.0,76.0,223.0
elvis merza ikins,Elvis MerzÄ¼ikins,2022,27.0,75.0,190.0
alex nedeljkovic,Alex Nedeljkovic,2022,26.0,72.0,205.0
tristan jarry,Tristan Jarry,2022,26.0,76.0,201.0
darcy kuemper,Darcy Kuemper,2022,31.0,77.0,215.0
john gibson,John Gibson,2022,28.0,75.0,209.0
marc andra fleury,Marc-AndrÃ© Fleury,2022,37.0,74.0,185.0
philipp grubauer,Philipp Grubauer,2022,30.0,73.0,188.0
sergei bobrovsky,Sergei Bobrovsky,2022,33.0,74.0,180.0
igor shesterkin,Igor Shesterkin,2022,26.0,73.0,199.0
frederik andersen,Frederik Andersen,2022,32.0,76.0,229.0
ilya sorokin,Ilya Sorokin,2022,26.0,75.0,189.0
karel vejmelka,Karel Vejmelka,2022,25.0,76.0,221.0
jack campbell,Jack Campbell,2022,30.0,75.0,200.0
cam talbot,Cam Talbot,2022,34.0,75.0,202.0
jake oettinger,Jake Oettinger,2022,23.0,78.0,225.0
james reimer,James Reimer,2022,33.0,74.0,200.0
anton forsberg,Anton Forsberg,2022,29.0,75.0,200.0
jonathan quick,Jonathan Quick,2022,36.0,73.0,219.0
carter hart,Carter Hart,2022,23.0,74.0,196.0
mikko koskinen,Mikko Koskinen,2022,33.0,79.0,202.0
robin lehner,Robin Lehner,2022,30.0,76.0,240.0
ilya samsonov,Ilya Samsonov,2022,24.0,75.0,208.0
vatek vanaaek,VÃ­tek VanÄÄek,2022,26.0,74.0,184.0
jeremy swayman,Jeremy Swayman,2022,23.0,75.0,195.0
linus ullmark,Linus Ullmark,2022,28.0,76.0,223.0
ville husso,Ville Husso,2022,26.0,75.0,205.0
sam montembeault,Sam Montembeault,2022,25.0,75.0,218.0
jordan binnington,Jordan Binnington,2022,28.0,74.0,172.0
calvin petersen,Calvin Petersen,2022,27.0,74.0,185.0
scott wedgewood,Scott Wedgewood,2022,29.0,74.0,201.0
kaapo kahkanen,Kaapo KÃ¤hkÃ¶nen,2022,25.0,74.0,217.0
jake allen,Jake Allen,2022,31.0,74.0,197.0
martin jones,Martin Jones,2022,32.0,77.0,203.0
alexandar georgiev,Alexandar Georgiev,2022,25.0,73.0,178.0
spencer knight,Spencer Knight,2022,20.0,75.0,191.0
kevin lankinen,Kevin Lankinen,2022,26.0,74.0,190.0
craig anderson,Craig Anderson,2022,40.0,74.0,187.0
thomas greiss,Thomas Greiss,2022,36.0,74.0,219.0
semyon varlamov,Semyon Varlamov,2022,33.0,74.0,201.0
dustin tokarski,Dustin Tokarski,2022,32.0,72.0,198.0
antti raanta,Antti Raanta,2022,32.0,72.0,195.0
mike smith,Mike Smith,2022,39.0,77.0,220.0
anthony stolarz,Anthony Stolarz,2022,28.0,78.0,248.0
chris driedger,Chris Driedger,2022,27.0,76.0,210.0
casey desmith,Casey DeSmith,2022,30.0,72.0,188.0
mackenzie blackwood,Mackenzie Blackwood,2022,25.0,76.0,225.0
nico daws,Nico Daws,2022,21.0,76.0,205.0
adin hill,Adin Hill,2022,25.0,76.0,222.0
laurent brossoit,Laurent Brossoit,2022,28.0,75.0,203.0
braden holtby,Braden Holtby,2022,32.0,73.0,215.0
daniel vladaa,Daniel VladaÅ,2022,24.0,77.0,209.0
joonas korpisalo,Joonas Korpisalo,2022,27.0,76.0,200.0
pavel francouz,Pavel Francouz,2022,31.0,72.0,179.0
petr mrazek,Petr MrÃ¡zek,2022,29.0,74.0,192.0
matt murray,Matt Murray,2022,27.0,77.0,220.0
jon gillies,Jon Gillies,2022,28.0,78.0,223.0
eric comrie,Eric Comrie,2022,26.0,73.0,190.0
brian elliott,Brian Elliott,2022,36.0,74.0,221.0
logan thompson,Logan Thompson,2022,24.0,76.0,207.0
filip gustavsson,Filip Gustavsson,2022,23.0,74.0,184.0
jaroslav halak,Jaroslav HalÃ¡k,2022,36.0,71.0,189.0
david rittich,David Rittich,2022,29.0,75.0,200.0
erik kallgren,Erik KÃ¤llgren,2022,25.0,,
stuart skinner,Stuart Skinner,2022,23.0,76.0,215.0
aaron dell,Aaron Dell,2022,32.0,72.0,213.0
cayden primeau,Cayden Primeau,2022,22.0,,
jonas johansson,Jonas Johansson,2022,26.0,77.0,220.0
andrew hammond,Andrew Hammond,2022,33.0,74.0,224.0
jonathan bernier,Jonathan Bernier,2022,33.0,72.0,185.0
anton khudobin,Anton Khudobin,2022,35.0,71.0,195.0
ukko pekka luukkonen,Ukko-Pekka Luukkonen,2022,22.0,77.0,223.0
collin delia,Collin Delia,2022,27.0,74.0,208.0
zachary sawchenko,Zachary Sawchenko,2022,24.0,73.0,185.0
jean franaois baruba,Jean-FranÃ§ois BÃ©rubÃ©,2022,30.0,73.0,176.0
spencer martin,Spencer Martin,2022,26.0,75.0,191.0
harri sateri,Harri SÃ¤teri,2022,32.0,73.0,205.0
akira schmid,Akira Schmid,2022,21.0,77.0,190.0
joey daccord,Joey Daccord,2022,25.0,74.0,201.0
charlie lindgren,Charlie Lindgren,2022,28.0,74.0,190.0
carey price,Carey Price,2022,34.0,75.0,217.0
felix sandstram,Felix SandstrÃ¶m,2022,25.0,74.0,191.0
lukaa dostal,LukÃ¡Å¡ DostÃ¡l,2022,21.0,74.0,190.0
zachary fucale,Zachary Fucale,2022,26.0,74.0,189.0
tuukka rask,Tuukka Rask,2022,34.0,75.0,176.0
malcolm subban,Malcolm Subban,2022,28.0,74.0,200.0
daniil tarasov,Daniil Tarasov,2022,22.0,77.0,203.0
joseph woll,Joseph Woll,2022,23.0,75.0,212.0
carter hutton,Carter Hutton,2022,36.0,72.0,208.0
connor ingram,Connor Ingram,2022,24.0,73.0,218.0
pyotr kochetkov,Pyotr Kochetkov,2022,22.0,75.0,196.0
calvin pickard,Calvin Pickard,2022,29.0,73.0,206.0
ivan prosvetov,Ivan Prosvetov,2022,22.0,77.0,175.0
arvid saderblom,Arvid SÃ¶derblom,2022,22.0,75.0,180.0
justus annunen,Justus Annunen,2022,21.0,76.0,210.0
pheonix copley,Pheonix Copley,2022,30.0,76.0,205.0
louis domingue,Louis Domingue,2022,29.0,75.0,208.0
joel hofer,Joel Hofer,2022,21.0,77.0,193.0
michael houser,Michael Houser,2022,29.0,73.0,190.0
michael hutchinson,Michael Hutchinson,2022,31.0,75.0,198.0
josef koaenaa,Josef KoÅenÃ¡Å,2022,24.0,73.0,185.0
jack lafontaine,Jack LaFontaine,2022,24.0,74.0,204.0
maxime lagace,Maxime Lagace,2022,29.0,74.0,190.0
alex lyon,Alex Lyon,2022,29.0,73.0,199.0
garret sparks,Garret Sparks,2022,28.0,75.0,205.0
mads sa gaard,Mads SÃ¸gaard,2022,21.0,79.0,231.0
hugo alnefelt,Hugo Alnefelt,2022,20.0,74.0,177.0
michael dipietro,Michael DiPietro,2022,22.0,73.0,205.0
magnus hellberg,Magnus Hellberg,2022,30.0,78.0,206.0
thomas hodges,Thomas Hodges,2022,28.0,70.0,170.0
adam huska,Adam Huska,2022,24.0,,
keith kinkaid,Keith Kinkaid,2022,32.0,75.0,186.0
michael mcniven,Michael McNiven,2022,24.0,73.0,203.0
cory schneider,Cory Schneider,2022,35.0,74.0,210.0
alex stalock,Alex Stalock,2022,34.0,71.0,170.0
league average,League Average,2022,,,
connor hellebuyck,Connor Hellebuyck,2023,29.0,76.0,207.0
juuse saros,Juuse Saros,2023,27.0,71.0,180.0
alexandar georgiev,Alexandar Georgiev,2023,26.0,73.0,178.0
jake oettinger,Jake Oettinger,2023,24.0,78.0,225.0
ilya sorokin,Ilya Sorokin,2023,27.0,75.0,189.0
jordan binnington,Jordan Binnington,2023,29.0,74.0,172.0
andrei vasilevskiy,Andrei Vasilevskiy,2023,28.0,76.0,223.0
jacob markstram,Jacob MarkstrÃ¶m,2023,33.0,78.0,207.0
igor shesterkin,Igor Shesterkin,2023,27.0,73.0,199.0
darcy kuemper,Darcy Kuemper,2023,32.0,77.0,215.0
ville husso,Ville Husso,2023,27.0,75.0,205.0
carter hart,Carter Hart,2023,24.0,74.0,196.0
john gibson,John Gibson,2023,29.0,75.0,209.0
vatek vanaaek,VÃ­tek VanÄÄek,2023,27.0,74.0,184.0
sergei bobrovsky,Sergei Bobrovsky,2023,34.0,74.0,180.0
stuart skinner,Stuart Skinner,2023,24.0,76.0,215.0
karel vejmelka,Karel Vejmelka,2023,26.0,76.0,221.0
linus ullmark,Linus Ullmark,2023,29.0,76.0,223.0
martin jones,Martin Jones,2023,33.0,77.0,203.0
tristan jarry,Tristan Jarry,2023,27.0,76.0,201.0
marc andra fleury,Marc-AndrÃ© Fleury,2023,38.0,74.0,185.0
james reimer,James Reimer,2023,34.0,74.0,200.0
jake allen,Jake Allen,2023,32.0,74.0,197.0
ilya samsonov,Ilya Samsonov,2023,25.0,75.0,208.0
jonathan quick,Jonathan Quick,2023,37.0,73.0,219.0
sam montembeault,Sam Montembeault,2023,26.0,75.0,218.0
philipp grubauer,Philipp Grubauer,2023,31.0,73.0,188.0
filip gustavsson,Filip Gustavsson,2023,24.0,74.0,184.0
petr mrazek,Petr MrÃ¡zek,2023,30.0,74.0,192.0
joonas korpisalo,Joonas Korpisalo,2023,28.0,76.0,200.0
casey desmith,Casey DeSmith,2023,31.0,72.0,188.0
pheonix copley,Pheonix Copley,2023,31.0,76.0,205.0
kaapo kahkanen,Kaapo KÃ¤hkÃ¶nen,2023,26.0,74.0,217.0
jeremy swayman,Jeremy Swayman,2023,24.0,75.0,195.0
logan thompson,Logan Thompson,2023,25.0,76.0,207.0
jack campbell,Jack Campbell,2023,31.0,75.0,200.0
cam talbot,Cam Talbot,2023,35.0,75.0,202.0
frederik andersen,Frederik Andersen,2023,33.0,76.0,229.0
ukko pekka luukkonen,Ukko-Pekka Luukkonen,2023,23.0,77.0,223.0
thatcher demko,Thatcher Demko,2023,27.0,76.0,192.0
charlie lindgren,Charlie Lindgren,2023,29.0,74.0,190.0
elvis merza ikins,Elvis MerzÄ¼ikins,2023,28.0,75.0,190.0
spencer martin,Spencer Martin,2023,27.0,75.0,191.0
anton forsberg,Anton Forsberg,2023,30.0,75.0,200.0
adin hill,Adin Hill,2023,26.0,76.0,222.0
connor ingram,Connor Ingram,2023,25.0,73.0,218.0
antti raanta,Antti Raanta,2023,33.0,72.0,195.0
alex stalock,Alex Stalock,2023,35.0,71.0,170.0
daniel vladaa,Daniel VladaÅ,2023,25.0,77.0,209.0
craig anderson,Craig Anderson,2023,41.0,74.0,187.0
matt murray,Matt Murray,2023,28.0,77.0,220.0
jaroslav halak,Jaroslav HalÃ¡k,2023,37.0,71.0,189.0
pyotr kochetkov,Pyotr Kochetkov,2023,23.0,75.0,196.0
semyon varlamov,Semyon Varlamov,2023,34.0,74.0,201.0
mackenzie blackwood,Mackenzie Blackwood,2023,26.0,76.0,225.0
brian elliott,Brian Elliott,2023,37.0,74.0,221.0
thomas greiss,Thomas Greiss,2023,37.0,74.0,219.0
spencer knight,Spencer Knight,2023,21.0,75.0,191.0
david rittich,David Rittich,2023,30.0,75.0,200.0
scott wedgewood,Scott Wedgewood,2023,30.0,74.0,201.0
collin delia,Collin Delia,2023,28.0,74.0,208.0
felix sandstram,Felix SandstrÃ¶m,2023,26.0,74.0,191.0
eric comrie,Eric Comrie,2023,27.0,73.0,190.0
lukaa dostal,LukÃ¡Å¡ DostÃ¡l,2023,22.0,74.0,190.0
kevin lankinen,Kevin Lankinen,2023,27.0,74.0,190.0
anthony stolarz,Anthony Stolarz,2023,29.0,78.0,248.0
mads sa gaard,Mads SÃ¸gaard,2023,22.0,79.0,231.0
akira schmid,Akira Schmid,2023,22.0,77.0,190.0
magnus hellberg,Magnus Hellberg,2023,31.0,78.0,206.0
daniil tarasov,Daniil Tarasov,2023,23.0,77.0,203.0
pavel francouz,Pavel Francouz,2023,32.0,72.0,179.0
michael hutchinson,Michael Hutchinson,2023,32.0,75.0,198.0
alex lyon,Alex Lyon,2023,30.0,73.0,199.0
alex nedeljkovic,Alex Nedeljkovic,2023,27.0,72.0,205.0
arvid saderblom,Arvid SÃ¶derblom,2023,23.0,75.0,180.0
samuel ersson,Samuel Ersson,2023,23.0,75.0,194.0
laurent brossoit,Laurent Brossoit,2023,29.0,75.0,203.0
erik kallgren,Erik KÃ¤llgren,2023,26.0,,
calvin petersen,Calvin Petersen,2023,28.0,74.0,185.0
devon levi,Devon Levi,2023,21.0,72.0,192.0
ivan prosvetov,Ivan Prosvetov,2023,23.0,77.0,175.0
joseph woll,Joseph Woll,2023,24.0,75.0,212.0
joel hofer,Joel Hofer,2023,22.0,77.0,193.0
jaxson stauber,Jaxson Stauber,2023,23.0,75.0,174.0
joey daccord,Joey Daccord,2023,26.0,74.0,201.0
arturs silovs,Arturs Silovs,2023,21.0,76.0,208.0
aaron dell,Aaron Dell,2023,33.0,72.0,213.0
dustin tokarski,Dustin Tokarski,2023,33.0,72.0,198.0
jon gillies,Jon Gillies,2023,29.0,78.0,223.0
jonas johansson,Jonas Johansson,2023,27.0,77.0,220.0
kevin mandolese,Kevin Mandolese,2023,22.0,76.0,180.0
matt murray,Matt Murray,2023,24.0,73.0,196.0
cayden primeau,Cayden Primeau,2023,23.0,,
justus annunen,Justus Annunen,2023,22.0,76.0,210.0
dylan ferguson,Dylan Ferguson,2023,24.0,74.0,194.0
eetu makiniemi,Eetu MÃ¤kiniemi,2023,23.0,74.0,184.0
leevi merilainen,Leevi Merilainen,2023,20.0,74.0,196.0
jiaa patera,JiÅÃ­ Patera,2023,23.0,75.0,212.0
keith kinkaid,Keith Kinkaid,2023,33.0,75.0,186.0
jett alexander,Jett Alexander,2023,23.0,77.0,214.0
yaroslav askarov,Yaroslav Askarov,2023,20.0,75.0,180.0
matthew berlin,Matthew Berlin,2023,,75.0,205.0
olle eriksson ek,Olle Eriksson Ek,2023,23.0,75.0,210.0
jet greaves,Jet Greaves,2023,21.0,72.0,188.0
anton khudobin,Anton Khudobin,2023,36.0,71.0,195.0
dylan wells,Dylan Wells,2023,25.0,74.0,190.0
dustin wolf,Dustin Wolf,2023,21.0,72.0,166.0
league average,League Average,2023,,,
juuse saros,Juuse Saros,2024,28.0,71.0,180.0
alexandar georgiev,Alexandar Georgiev,2024,27.0,73.0,178.0
connor hellebuyck,Connor Hellebuyck,2024,30.0,76.0,207.0
stuart skinner,Stuart Skinner,2024,25.0,76.0,215.0
sergei bobrovsky,Sergei Bobrovsky,2024,35.0,74.0,180.0
jordan binnington,Jordan Binnington,2024,30.0,74.0,172.0
petr mrazek,Petr MrÃ¡zek,2024,31.0,74.0,192.0
ilya sorokin,Ilya Sorokin,2024,28.0,75.0,189.0
joonas korpisalo,Joonas Korpisalo,2024,29.0,76.0,200.0
igor shesterkin,Igor Shesterkin,2024,28.0,73.0,199.0
ukko pekka luukkonen,Ukko-Pekka Luukkonen,2024,24.0,77.0,223.0
jake oettinger,Jake Oettinger,2024,25.0,78.0,225.0
cam talbot,Cam Talbot,2024,36.0,75.0,202.0
andrei vasilevskiy,Andrei Vasilevskiy,2024,29.0,76.0,223.0
thatcher demko,Thatcher Demko,2024,28.0,76.0,192.0
samuel ersson,Samuel Ersson,2024,24.0,75.0,194.0
tristan jarry,Tristan Jarry,2024,28.0,76.0,201.0
joey daccord,Joey Daccord,2024,27.0,74.0,201.0
connor ingram,Connor Ingram,2024,26.0,73.0,218.0
charlie lindgren,Charlie Lindgren,2024,30.0,74.0,190.0
jacob markstram,Jacob MarkstrÃ¶m,2024,34.0,78.0,207.0
john gibson,John Gibson,2024,30.0,75.0,209.0
logan thompson,Logan Thompson,2024,26.0,76.0,207.0
filip gustavsson,Filip Gustavsson,2024,25.0,74.0,184.0
mackenzie blackwood,Mackenzie Blackwood,2024,27.0,76.0,225.0
lukaa dostal,LukÃ¡Å¡ DostÃ¡l,2024,23.0,74.0,190.0
alex lyon,Alex Lyon,2024,31.0,73.0,199.0
jeremy swayman,Jeremy Swayman,2024,25.0,75.0,195.0
pyotr kochetkov,Pyotr Kochetkov,2024,24.0,75.0,196.0
elvis merza ikins,Elvis MerzÄ¼ikins,2024,29.0,75.0,190.0
sam montembeault,Sam Montembeault,2024,27.0,75.0,218.0
marc andra fleury,Marc-AndrÃ© Fleury,2024,39.0,74.0,185.0
ilya samsonov,Ilya Samsonov,2024,26.0,75.0,208.0
linus ullmark,Linus Ullmark,2024,30.0,76.0,223.0
alex nedeljkovic,Alex Nedeljkovic,2024,28.0,72.0,205.0
karel vejmelka,Karel Vejmelka,2024,27.0,76.0,221.0
kaapo kahkanen,Kaapo KÃ¤hkÃ¶nen,2024,27.0,74.0,217.0
philipp grubauer,Philipp Grubauer,2024,32.0,73.0,188.0
adin hill,Adin Hill,2024,27.0,76.0,222.0
jake allen,Jake Allen,2024,33.0,74.0,197.0
darcy kuemper,Darcy Kuemper,2024,33.0,77.0,215.0
arvid saderblom,Arvid SÃ¶derblom,2024,24.0,75.0,180.0
vatek vanaaek,VÃ­tek VanÄÄek,2024,28.0,74.0,184.0
scott wedgewood,Scott Wedgewood,2024,31.0,74.0,201.0
anton forsberg,Anton Forsberg,2024,31.0,75.0,200.0
joel hofer,Joel Hofer,2024,23.0,77.0,193.0
casey desmith,Casey DeSmith,2024,32.0,72.0,188.0
semyon varlamov,Semyon Varlamov,2024,35.0,74.0,201.0
jonathan quick,Jonathan Quick,2024,38.0,73.0,219.0
anthony stolarz,Anthony Stolarz,2024,30.0,78.0,248.0
carter hart,Carter Hart,2024,25.0,74.0,196.0
jonas johansson,Jonas Johansson,2024,28.0,77.0,220.0
james reimer,James Reimer,2024,35.0,74.0,200.0
joseph woll,Joseph Woll,2024,25.0,75.0,212.0
kevin lankinen,Kevin Lankinen,2024,28.0,74.0,190.0
antti raanta,Antti Raanta,2024,34.0,72.0,195.0
david rittich,David Rittich,2024,31.0,75.0,200.0
daniil tarasov,Daniil Tarasov,2024,24.0,77.0,203.0
laurent brossoit,Laurent Brossoit,2024,30.0,75.0,203.0
devon levi,Devon Levi,2024,22.0,72.0,192.0
calvin pickard,Calvin Pickard,2024,31.0,73.0,206.0
cayden primeau,Cayden Primeau,2024,24.0,,
martin jones,Martin Jones,2024,34.0,77.0,203.0
nico daws,Nico Daws,2024,23.0,76.0,205.0
daniel vladaa,Daniel VladaÅ,2024,26.0,77.0,209.0
ville husso,Ville Husso,2024,28.0,75.0,205.0
akira schmid,Akira Schmid,2024,23.0,77.0,190.0
spencer martin,Spencer Martin,2024,28.0,75.0,191.0
dustin wolf,Dustin Wolf,2024,22.0,72.0,166.0
frederik andersen,Frederik Andersen,2024,34.0,76.0,229.0
justus annunen,Justus Annunen,2024,23.0,76.0,210.0
ivan prosvetov,Ivan Prosvetov,2024,24.0,77.0,175.0
eric comrie,Eric Comrie,2024,28.0,73.0,190.0
magnus chrona,Magnus Chrona,2024,23.0,76.0,194.0
jet greaves,Jet Greaves,2024,22.0,72.0,188.0
pheonix copley,Pheonix Copley,2024,32.0,76.0,205.0
devin cooley,Devin Cooley,2024,26.0,77.0,192.0
jiaa patera,JiÅÃ­ Patera,2024,24.0,75.0,212.0
mads sa gaard,Mads SÃ¸gaard,2024,23.0,79.0,231.0
matt tomkins,Matt Tomkins,2024,29.0,76.0,191.0
jack campbell,Jack Campbell,2024,32.0,75.0,200.0
calvin petersen,Calvin Petersen,2024,29.0,74.0,185.0
felix sandstram,Felix SandstrÃ¶m,2024,27.0,74.0,191.0
hunter shepard,Hunter Shepard,2024,28.0,71.0,225.0
arturs silovs,Arturs Silovs,2024,22.0,76.0,208.0
ivan fedotov,Ivan Fedotov,2024,27.0,79.0,214.0
