player_id,player_name,es_toi_min,TNFI_SA_per60,P4_weighted,TNFI_SF_per60,P5_weighted,z_P5_weighted,z_P4_weighted,twoway_D_score,off_rank,def_rank,twoway_D_rank
8479982,Conor Timmins,2065.5,18.7073,1.7869,20.1598,2.0592,0.854627119100143,-0.791968681563755,1.6465958006638979,58,65,39
8479410,Mikhail Sergachev,5903.13,18.58,1.8207,20.9787,2.0849,0.9682516522479631,-0.6181398275260372,1.5863914797740004,52,97,40
8478396,Noah Hanifin,6849.22,18.5101,1.8306,21.1031,2.0949,1.0124635328502267,-0.5672254590356998,1.5796889918859265,47,105,41
8477018,Ben Hutton,2373.4,17.6456,1.7373,20.1989,1.9823,0.514637757268728,-1.0470548105658486,1.5616925678345766,100,44,42
8479398,Samuel Girard,5417.18,19.9919,2.0101,24.4555,2.2993,1.9161543723605143,0.3559188989456694,1.560235473414845,16,238,43
8475177,Calvin de Haan,3287.38,16.6455,1.6264,18.5071,1.8482,-0.07824356160763893,-1.6173985949677083,1.5391550333600694,168,18,44
8476923,Damon Severson,6096.3,18.1881,1.7839,20.4025,2.0281,0.7171281704270988,-0.8073972780759778,1.5245254485030766,79,64,45
8480990,Declan Chisholm,1605.3,15.8101,1.5097,17.8284,1.7032,-0.7193158303404747,-2.2175709992932005,1.4982551689527257,274,2,46
8475200,Dmitry Orlov,6063.85,18.7109,1.9135,21.798,2.1726,1.3559898451298225,-0.1408819087479255,1.4968717538777478,34,165,47
8478430,Oliver Kylington,1896.52,22.399,2.1023,25.2463,2.3869,2.3034504464363503,0.8300910984213369,1.4733593480150136,8,275,48
8478450,Parker Wotherspoon,2488.45,17.9871,1.7362,19.1203,1.9603,0.4173716199437459,-1.052711962620331,1.4700835825640768,114,41,49
8474162,Jake Muzzin,898.53,21.0343,2.0782,24.0392,2.3566,2.1694884482114887,0.7061480397731407,1.4633404084383481,12,262,50
8477498,Darnell Nurse,6830.23,21.6098,2.1167,23.3579,2.3991,2.357388940771113,0.904148361680008,1.453240579091105,6,287,51
8476854,Hampus Lindholm,5227.93,18.3973,1.8087,20.5091,2.0342,0.7440974175944801,-0.679854213574931,1.4239516311694111,75,78,52
8480043,Timothy Liljegren,4263.85,19.6301,1.9518,21.7128,2.1997,1.475804041561959,0.056089840058127116,1.419714201503832,29,204,53
