game_id,season,game_type,game_date,home_abbrev,away_abbrev
2023020206,20232024,regular,2023-11-10,NJD,WSH
2023020207,20232024,regular,2023-11-10,TOR,CGY
2023020208,20232024,regular,2023-11-10,ANA,PHI
2023020209,20232024,regular,2023-11-10,VGK,SJS
2023020210,20232024,regular,2023-11-11,DET,CBJ
2023020211,20232024,regular,2023-11-11,WPG,DAL
2023020212,20232024,regular,2023-11-11,MTL,BOS
2023020213,20232024,regular,2023-11-11,OTT,CGY
2023020214,20232024,regular,2023-11-11,TBL,CAR
2023020215,20232024,regular,2023-11-11,TOR,VAN
2023020216,20232024,regular,2023-11-11,NYI,WSH
2023020217,20232024,regular,2023-11-11,PIT,BUF
2023020218,20232024,regular,2023-11-11,NSH,ARI
2023020219,20232024,regular,2023-11-11,COL,STL
2023020220,20232024,regular,2023-11-11,SEA,EDM
2023020221,20232024,regular,2023-11-11,LAK,PHI
2023020222,20232024,regular,2023-11-12,FLA,CHI
2023020223,20232024,regular,2023-11-12,MIN,DAL
2023020224,20232024,regular,2023-11-12,MTL,VAN
2023020225,20232024,regular,2023-11-12,NYR,CBJ
2023020226,20232024,regular,2023-11-12,ANA,SJS
2023020227,20232024,regular,2023-11-13,EDM,NYI
2023020228,20232024,regular,2023-11-13,SEA,COL
2023020229,20232024,regular,2023-11-14,BUF,BOS
2023020230,20232024,regular,2023-11-14,CBJ,PIT
2023020231,20232024,regular,2023-11-14,MTL,CGY
2023020232,20232024,regular,2023-11-14,WSH,VGK
2023020233,20232024,regular,2023-11-14,DAL,ARI
2023020234,20232024,regular,2023-11-14,NSH,ANA
2023020235,20232024,regular,2023-11-14,STL,TBL
2023020236,20232024,regular,2023-11-14,WPG,NJD
2023020237,20232024,regular,2023-11-14,SJS,FLA
2023020238,20232024,regular,2023-11-15,CAR,PHI
2023020239,20232024,regular,2023-11-15,EDM,SEA
2023020240,20232024,regular,2023-11-15,COL,ANA
2023020241,20232024,regular,2023-11-15,VAN,NYI
2023020242,20232024,regular,2023-11-16,OTT,DET
2023020243,20232024,regular,2023-11-16,CBJ,ARI
2023020244,20232024,regular,2023-11-16,MTL,VGK
2023020245,20232024,regular,2023-11-16,PIT,NJD
2023020246,20232024,regular,2023-11-16,CHI,TBL
2023020247,20232024,regular,2023-11-16,CGY,VAN
2023020248,20232024,regular,2023-11-16,SEA,NYI
2023020249,20232024,regular,2023-11-16,LAK,FLA
2023020250,20232024,regular,2023-11-16,SJS,STL
2023020251,20232024,regular,2023-11-17,DET,TOR
2023020252,20232024,regular,2023-11-17,WPG,BUF
2023020253,20232024,regular,2023-11-17,ANA,FLA
2023020254,20232024,regular,2023-11-18,OTT,MIN
2023020255,20232024,regular,2023-11-18,PHI,VGK
2023020256,20232024,regular,2023-11-18,NSH,CHI
2023020257,20232024,regular,2023-11-18,TBL,EDM
2023020258,20232024,regular,2023-11-18,BOS,MTL
2023020259,20232024,regular,2023-11-18,CAR,PIT
2023020260,20232024,regular,2023-11-18,CGY,NYI
2023020261,20232024,regular,2023-11-18,NJD,NYR
2023020262,20232024,regular,2023-11-18,WPG,ARI
2023020263,20232024,regular,2023-11-18,WSH,CBJ
2023020264,20232024,regular,2023-11-18,DAL,COL
2023020265,20232024,regular,2023-11-18,VAN,SEA
2023020266,20232024,regular,2023-11-18,LAK,STL
2023020267,20232024,regular,2023-11-19,MIN,TOR
2023020268,20232024,regular,2023-11-19,PHI,CBJ
2023020269,20232024,regular,2023-11-19,PIT,VGK
2023020270,20232024,regular,2023-11-19,CHI,BUF
2023020271,20232024,regular,2023-11-19,ANA,STL
2023020272,20232024,regular,2023-11-20,FLA,EDM
2023020273,20232024,regular,2023-11-20,TBL,BOS
2023020274,20232024,regular,2023-11-20,DAL,NYR
2023020275,20232024,regular,2023-11-20,NSH,COL
2023020276,20232024,regular,2023-11-20,ARI,LAK
2023020277,20232024,regular,2023-11-20,SEA,CGY
2023020278,20232024,regular,2023-11-20,VAN,SJS
2023020279,20232024,regular,2023-11-22,CAR,EDM
2023020280,20232024,regular,2023-11-22,CBJ,CHI
2023020281,20232024,regular,2023-11-22,DET,NJD
2023020282,20232024,regular,2023-11-22,FLA,BOS
2023020283,20232024,regular,2023-11-22,PIT,NYR
2023020284,20232024,regular,2023-11-22,TBL,WPG
2023020285,20232024,regular,2023-11-22,WSH,BUF
2023020286,20232024,regular,2023-11-22,NYI,PHI
2023020287,20232024,regular,2023-11-22,ARI,STL
2023020288,20232024,regular,2023-11-22,NSH,CGY
2023020289,20232024,regular,2023-11-22,DAL,VGK
2023020290,20232024,regular,2023-11-22,ANA,MTL
2023020291,20232024,regular,2023-11-22,COL,VAN
2023020292,20232024,regular,2023-11-22,SEA,SJS
2023020293,20232024,regular,2023-11-24,BOS,DET
2023020294,20232024,regular,2023-11-24,PHI,NYR
2023020295,20232024,regular,2023-11-24,CHI,TOR
2023020296,20232024,regular,2023-11-24,NJD,CBJ
2023020297,20232024,regular,2023-11-24,STL,NSH
2023020298,20232024,regular,2023-11-24,WSH,EDM
2023020299,20232024,regular,2023-11-24,ANA,LAK
2023020300,20232024,regular,2023-11-24,SJS,MTL
2023020301,20232024,regular,2023-11-24,BUF,PIT
2023020302,20232024,regular,2023-11-24,OTT,NYI
2023020303,20232024,regular,2023-11-24,CAR,TBL
2023020304,20232024,regular,2023-11-24,FLA,WPG
2023020305,20232024,regular,2023-11-24,DAL,CGY
2023020306,20232024,regular,2023-11-24,MIN,COL
