player_name,team,pos,GP,OZI_pooled_score,OZI_23_24,OZI_24_25,OZI_25_26,OZI_trend,OZI_recent,OZI_flag,DZI_pooled_score,DZI_23_24,DZI_24_25,DZI_25_26,DZI_trend,DZI_recent,DZI_flag,NZI_pooled_score,NZI_23_24,NZI_24_25,NZI_25_26,NZI_trend,NZI_recent,NZI_flag,TNZI_pooled_score,TNZI_23_24,TNZI_24_25,TNZI_25_26,TNZI_trend,TNZI_recent,TNZI_flag
Pierre-Olivier Joseph,VAN,D,205,6.8,-0.1283,0.0504,0.1061,0.0094,0.1061,RISING,8.0,-0.0643,0.1848,-0.4224,-0.1007,-0.4224,DECLINING,5.7,-0.095,-0.1146,0.0906,-0.0397,0.0906,RISING,7.1,-0.096,-0.0501,0.0583,-0.0293,0.0583,RISING
Cale Makar,COL,D,291,9.1,-0.1317,0.1511,-0.1744,-0.0517,-0.1744,DECLINING,9.5,0.0121,-0.1087,-0.054,-0.0502,-0.054,DECLINING,7.7,-0.014,0.0358,0.153,0.0583,0.153,RISING,8.3,-0.1476,0.0663,0.1675,0.0288,0.1675,RISING
Ian Mitchell,BOS,D,63,7.4,,,,,,,3.2,,,,,,,5.8,,,,,,,6.0,,,,,,
Erik Brannstrom,VAN,D,178,8.8,0.25,-0.0951,,0.0774,-0.0951,DECLINING,7.7,-0.1435,-0.0511,,-0.0973,-0.0511,DECLINING,7.2,-0.0789,0.014,,-0.0324,0.014,STABLE,7.8,-0.1383,-0.2426,,-0.1904,-0.2426,DECLINING
Nick DeSimone,UTA,D,97,8.2,,0.1955,-0.0605,0.0675,-0.0605,DECLINING,5.9,,0.3603,0.0423,0.2013,0.0423,STABLE,5.9,,0.2261,0.4379,0.332,0.4379,RISING,5.7,,-0.0412,0.4935,0.2261,0.4935,RISING
Axel Sandin-Pellikka,DET,D,68,6.5,,,,,,,5.1,,,,,,,6.4,,,,,,,6.0,,,,,,
Neal Pionk,WPG,D,284,8.8,0.1601,-0.0116,-0.4446,-0.0987,-0.4446,DECLINING,7.4,-0.1172,0.1728,-0.441,-0.1285,-0.441,DECLINING,7.9,-0.1959,0.3638,-0.1717,-0.0012,-0.1717,DECLINING,8.5,-0.2435,0.4412,-0.2731,-0.0251,-0.2731,DECLINING
Tom Willander,VAN,D,69,5.8,,,,,,,6.4,,,,,,,4.9,,,,,,,5.9,,,,,,
Calle Rosen,STL,D,55,7.6,,,,,,,4.0,,,,,,,5.0,,,,,,,7.1,,,,,,
Radim Simek,SJS,D,44,4.7,,,,,,,5.3,,,,,,,7.3,,,,,,,6.7,,,,,,
Sam Malinski,COL,D,180,6.4,,,0.0467,0.0467,0.0467,STABLE,9.1,,0.3359,-0.1528,0.0916,-0.1528,DECLINING,8.0,,-0.1361,0.6051,0.2345,0.6051,RISING,8.1,,0.3457,0.127,0.2364,0.127,RISING
Jan Rutta,SJS,D,180,6.7,0.0035,-0.2258,,-0.1111,-0.2258,DECLINING,7.0,-0.0349,-0.1629,,-0.0989,-0.1629,DECLINING,5.7,-0.3442,-0.0036,,-0.1739,-0.0036,STABLE,7.0,-0.2998,-0.0366,,-0.1682,-0.0366,STABLE
Gustav Lindstrom,ANA,D,82,6.1,0.1548,,,0.1548,,,5.7,0.2493,,,0.2493,,,6.0,0.0882,,,0.0882,,,6.0,-0.1446,,,-0.1446,,
Johnathan Kovacevic,NJD,D,254,6.8,-0.2012,0.3091,-0.27,-0.054,-0.27,DECLINING,8.0,0.0277,-0.0972,0.0188,-0.0169,0.0188,STABLE,6.7,-0.3479,0.0248,0.2007,-0.0408,0.2007,RISING,7.8,-0.2799,0.2272,0.0283,-0.0081,0.0283,STABLE
Jacob Bryson,WPG,D,193,8.2,-0.2459,-0.2258,0.0962,-0.1252,0.0962,RISING,6.0,-0.1915,0.2277,-0.2048,-0.0562,-0.2048,DECLINING,6.3,0.2751,-0.3265,0.0617,0.0034,0.0617,RISING,7.7,-0.013,-0.0512,-0.022,-0.0287,-0.022,STABLE
Uvis Balinskis,FLA,D,156,6.7,,0.2887,-0.2582,0.0152,-0.2582,DECLINING,6.2,,0.4428,-0.291,0.0759,-0.291,DECLINING,8.3,,0.0909,0.2199,0.1554,0.2199,RISING,8.0,,0.1933,0.2912,0.2423,0.2912,RISING
Zach Metsa,BUF,D,43,4.2,,,,,,,5.7,,,,,,,7.6,,,,,,,5.4,,,,,,
Sebastian Aho,NYI,D,129,9.1,0.164,,,0.164,,,5.9,0.0237,,,0.0237,,,8.7,-0.0471,,,-0.0471,,,8.3,-0.0442,,,-0.0442,,
Nikolas Matinpalo,OTT,D,95,4.6,,,-0.0507,-0.0507,-0.0507,DECLINING,4.4,,,0.007,0.007,0.007,STABLE,5.7,,,-0.0317,-0.0317,-0.0317,STABLE,6.9,,,-0.1553,-0.1553,-0.1553,DECLINING
Nick Perbix,NSH,D,298,8.3,0.1706,-0.4011,0.1179,-0.0375,0.1179,RISING,7.4,-0.305,0.0346,-0.0725,-0.1143,-0.0725,DECLINING,6.9,0.0496,-0.096,-0.0329,-0.0264,-0.0329,STABLE,7.7,0.0379,-0.1023,-0.0057,-0.0234,-0.0057,STABLE
Dmitri Simashev,UTA,D,27,5.7,,,,,,,5.3,,,,,,,4.2,,,,,,,5.3,,,,,,
Sean Walker,CAR,D,314,7.4,0.2444,-0.3161,0.2721,0.0668,0.2721,RISING,9.5,-0.117,-0.1585,0.1976,-0.026,0.1976,RISING,8.9,-0.1629,0.0249,0.2435,0.0351,0.2435,RISING,9.1,-0.0106,0.1729,0.0917,0.0847,0.0917,RISING
Josh Manson,COL,D,230,8.1,0.3271,-0.0868,0.1183,0.1195,0.1183,RISING,8.9,-0.0062,-0.0329,-0.0867,-0.0419,-0.0867,DECLINING,8.2,0.5622,-0.3097,0.1301,0.1275,0.1301,RISING,9.0,0.2744,-0.0912,0.0062,0.0631,0.0062,STABLE
Charle-Edouard D'Astous,TBL,D,70,6.5,,,,,,,5.7,,,,,,,6.3,,,,,,,6.2,,,,,,
Dylan DeMelo,WPG,D,320,9.0,0.2071,-0.0065,-0.1131,0.0292,-0.1131,DECLINING,8.2,-0.165,0.139,-0.1428,-0.0563,-0.1428,DECLINING,8.2,0.0476,0.1478,-0.292,-0.0322,-0.292,DECLINING,8.5,0.0741,0.0863,-0.2099,-0.0165,-0.2099,DECLINING
Sean Durzi,UTA,D,238,8.2,0.2566,-0.0919,-0.0616,0.0344,-0.0616,DECLINING,8.2,-0.6066,0.1965,0.1325,-0.0925,0.1325,RISING,9.0,-0.0141,0.1242,-0.1464,-0.0121,-0.1464,DECLINING,8.2,0.0573,-0.1455,0.0455,-0.0142,0.0455,STABLE
Nick Seeler,PHI,D,305,8.6,0.0905,-0.0402,-0.2617,-0.0705,-0.2617,DECLINING,8.2,-0.0449,-0.1836,-0.142,-0.1235,-0.142,DECLINING,6.7,0.102,-0.1276,0.1144,0.0296,0.1144,RISING,7.8,-0.0204,0.0454,-0.0821,-0.019,-0.0821,DECLINING
Mike Reilly,CAR,D,131,9.5,,,,,,,6.8,,,,,,,9.0,,,,,,,8.9,,,,,,
Scott Mayfield,NYI,D,269,8.0,0.1671,0.0784,-0.1333,0.0374,-0.1333,DECLINING,7.8,-0.1984,0.1716,-0.2823,-0.103,-0.2823,DECLINING,9.0,-0.0955,0.2567,-0.2362,-0.025,-0.2362,DECLINING,8.6,-0.0304,0.2253,-0.1677,0.0091,-0.1677,DECLINING
Joel Edmundson,LAK,D,268,7.8,-0.0194,0.1396,0.1853,0.1018,0.1853,RISING,7.4,-0.2781,0.1949,-0.1042,-0.0625,-0.1042,DECLINING,6.6,-0.1806,0.1705,0.1745,0.0548,0.1745,RISING,7.5,-0.2644,0.2692,0.1461,0.0503,0.1461,RISING
Scott Harrington,ANA,D,45,6.8,,,,,,,7.8,,,,,,,2.5,,,,,,,5.3,,,,,,
Adam Larsson,SEA,D,326,8.2,0.0498,-0.0727,0.1662,0.0478,0.1662,RISING,8.7,0.0036,0.2095,-0.3251,-0.0373,-0.3251,DECLINING,8.7,-0.2183,0.3241,-0.3645,-0.0862,-0.3645,DECLINING,8.6,-0.2543,0.2347,-0.1946,-0.0714,-0.1946,DECLINING
Dougie Hamilton,NJD,D,243,8.2,-0.0238,-0.3103,0.2458,-0.0294,0.2458,RISING,8.0,-0.2687,0.0032,0.2336,-0.0107,0.2336,RISING,8.0,-0.219,0.2167,0.2596,0.0858,0.2596,RISING,8.0,-0.2452,0.1527,0.2856,0.0644,0.2856,RISING
Jonas Brodin,MIN,D,234,8.6,0.1463,-0.2116,-0.0641,-0.0431,-0.0641,DECLINING,9.2,-0.0161,-0.0919,0.1109,0.001,0.1109,RISING,8.2,-0.1609,0.1143,0.2796,0.0777,0.2796,RISING,9.4,0.0734,0.0761,0.1265,0.092,0.1265,RISING
Jamie Oleksiak,SEA,D,317,7.9,0.0063,-0.0109,-0.2402,-0.0816,-0.2402,DECLINING,8.0,-0.0786,0.2619,-0.385,-0.0672,-0.385,DECLINING,8.3,-0.1673,0.101,0.0458,-0.0068,0.0458,STABLE,8.3,-0.2723,0.0037,0.099,-0.0565,0.099,RISING
Nathan Beaulieu,ANA,D,52,6.4,,,,,,,5.4,,,,,,,2.8,,,,,,,4.8,,,,,,
Connor Murphy,EDM,D,273,6.9,0.2369,-0.06,0.0621,0.0797,0.0621,RISING,6.6,0.0234,-0.0578,-0.1871,-0.0739,-0.1871,DECLINING,6.6,-0.0564,0.0167,0.0073,-0.0108,0.0073,STABLE,7.2,-0.1529,0.0195,0.0574,-0.0253,0.0574,RISING
Colin Miller,WPG,D,202,7.5,0.1295,-0.0585,,0.0355,-0.0585,DECLINING,6.9,-0.101,-0.2406,,-0.1708,-0.2406,DECLINING,6.3,-0.4812,0.3065,,-0.0873,0.3065,RISING,7.3,-0.2354,-0.1391,,-0.1873,-0.1391,DECLINING
Zayne Parekh,CGY,D,37,5.7,,,,,,,6.1,,,,,,,6.5,,,,,,,5.9,,,,,,
Artyom Levshunov,CHI,D,86,7.0,,,,,,,5.2,,,,,,,4.8,,,,,,,4.8,,,,,,
Zeev Buium,VAN,D,75,7.3,,,,,,,7.8,,,,,,,6.2,,,,,,,4.9,,,,,,
Sam Dickinson,SJS,D,71,6.9,,,,,,,8.6,,,,,,,7.6,,,,,,,5.8,,,,,,
Zach Whitecloud,CGY,D,272,6.8,-0.0568,0.0703,-0.2087,-0.0651,-0.2087,DECLINING,8.3,-0.1838,0.3221,-0.198,-0.0199,-0.198,DECLINING,8.7,0.3673,-0.0918,-0.1029,0.0575,-0.1029,DECLINING,8.2,0.0771,0.1744,-0.0984,0.051,-0.0984,DECLINING
Martin Fehérváry,WSH,D,295,7.3,0.0189,0.0787,-0.0658,0.0106,-0.0658,DECLINING,9.0,-0.1092,0.0633,0.3811,0.1117,0.3811,RISING,7.3,-0.1857,-0.1252,0.1578,-0.051,0.1578,RISING,8.3,-0.1201,0.1329,-0.1781,-0.0551,-0.1781,DECLINING
Quinn Hughes,MIN,D,302,9.2,-0.0564,0.0469,-0.1255,-0.045,-0.1255,DECLINING,8.8,-0.0293,0.2139,-0.0904,0.0314,-0.0904,DECLINING,9.4,0.2539,-0.0585,0.2198,0.1384,0.2198,RISING,8.7,0.0144,0.037,0.2204,0.0906,0.2204,RISING
Evan Bouchard,EDM,D,326,9.2,0.1374,-0.0537,0.1925,0.0921,0.1925,RISING,9.6,0.118,-0.0965,-0.0885,-0.0223,-0.0885,DECLINING,10.0,-0.0299,-0.1444,-0.0986,-0.091,-0.0986,DECLINING,9.3,0.0351,0.0112,-0.0398,0.0022,-0.0398,STABLE
Mattias Samuelsson,BUF,D,236,7.9,0.1697,-0.2889,0.0584,-0.0203,0.0584,RISING,7.8,-0.1099,0.3154,-0.0114,0.0647,-0.0114,STABLE,7.1,-0.207,0.0179,0.3549,0.0553,0.3549,RISING,7.9,-0.2866,0.1863,0.1967,0.0321,0.1967,RISING
K'Andre Miller,CAR,D,305,8.4,0.0128,0.0476,-0.1392,-0.0262,-0.1392,DECLINING,8.8,-0.0043,-0.1818,0.3016,0.0385,0.3016,RISING,8.3,-0.1468,-0.1815,0.4166,0.0294,0.4166,RISING,8.3,-0.1366,-0.0206,0.3315,0.0581,0.3315,RISING
Alexander Alexeyev,WSH,D,79,8.0,0.2294,,,0.2294,,,7.6,-0.2066,,,-0.2066,,,5.9,-0.028,,,-0.028,,,4.8,-0.3047,,,-0.3047,,
Alec Regula,EDM,D,33,5.2,,,,,,,4.7,,,,,,,7.0,,,,,,,5.9,,,,,,
Ty Emberson,EDM,D,177,6.2,,0.1008,-0.0257,0.0375,-0.0257,STABLE,6.4,,0.3483,-0.1676,0.0904,-0.1676,DECLINING,6.9,,0.2718,0.0027,0.1373,0.0027,STABLE,7.4,,0.38,-0.1484,0.1158,-0.1484,DECLINING
Rasmus Dahlin,BUF,D,309,9.4,-0.0144,-0.1489,0.0098,-0.0512,0.0098,STABLE,8.5,0.0738,0.158,-0.0454,0.0621,-0.0454,STABLE,7.1,0.09,-0.1838,0.3732,0.0932,0.3732,RISING,8.2,-0.0583,0.0835,0.1321,0.0524,0.1321,RISING
Kevin Bahl,CGY,D,273,8.7,0.2024,0.1222,-0.3427,-0.006,-0.3427,DECLINING,7.0,-0.1561,-0.0258,-0.1875,-0.1231,-0.1875,DECLINING,6.8,0.1184,0.0457,-0.054,0.0367,-0.054,DECLINING,7.9,0.0097,0.0755,-0.0491,0.012,-0.0491,STABLE
Noah Dobson,MTL,D,308,7.9,0.161,-0.1006,0.1727,0.0777,0.1727,RISING,9.3,0.066,0.2272,-0.0412,0.084,-0.0412,STABLE,8.2,-0.0118,-0.0732,-0.1987,-0.0946,-0.1987,DECLINING,7.8,-0.0192,-0.1156,0.0779,-0.019,0.0779,RISING
Adam Boqvist,NYI,D,144,8.0,0.1775,-0.1149,-0.3204,-0.0859,-0.3204,DECLINING,4.8,-0.2447,0.0924,-0.2773,-0.1432,-0.2773,DECLINING,7.0,0.2024,0.057,-0.0182,0.0804,-0.0182,STABLE,7.2,0.077,-0.2006,0.1505,0.009,0.1505,RISING
Rasmus Sandin,WSH,D,294,7.8,-0.1115,-0.1294,0.0829,-0.0526,0.0829,RISING,7.8,-0.0607,-0.0633,0.2404,0.0388,0.2404,RISING,8.0,-0.2363,0.1737,-0.0862,-0.0496,-0.0862,DECLINING,8.2,-0.0651,0.2082,-0.1843,-0.0138,-0.1843,DECLINING
Brad Hunt,COL,D,47,4.0,,,,,,,4.8,,,,,,,3.5,,,,,,,6.4,,,,,,
Nils Lundkvist,DAL,D,210,7.6,0.1212,-0.0853,-0.2642,-0.0761,-0.2642,DECLINING,7.5,-0.4463,0.1402,0.2313,-0.0249,0.2313,RISING,7.6,0.0108,-0.2158,0.5319,0.109,0.5319,RISING,8.0,0.036,-0.2735,0.3736,0.0454,0.3736,RISING
Jacob Bernard-Docker,DET,D,194,7.0,,-0.2131,0.1546,-0.0292,0.1546,RISING,7.6,,-0.2718,0.2553,-0.0082,0.2553,RISING,6.9,,-0.2747,0.159,-0.0578,0.159,RISING,7.3,,-0.1939,0.0552,-0.0693,0.0552,RISING
Calen Addison,SJS,D,134,9.5,0.0987,,,0.0987,,,6.5,-0.0288,,,-0.0288,,,7.0,-0.4225,,,-0.4225,,,7.6,-0.3332,,,-0.3332,,
Jordan Harris,BOS,D,162,6.2,-0.1693,-0.0911,,-0.1302,-0.0911,DECLINING,8.5,0.2178,-0.4826,,-0.1324,-0.4826,DECLINING,7.6,0.1081,-0.3709,,-0.1314,-0.3709,DECLINING,6.7,-0.224,-0.1558,,-0.1899,-0.1558,DECLINING
Torey Krug,STL,D,140,9.7,-0.0505,,,-0.0505,,,7.4,-0.1682,,,-0.1682,,,6.4,-0.2443,,,-0.2443,,,7.7,-0.2304,,,-0.2304,,
Michael Kesselring,BUF,D,190,9.0,,-0.0506,-0.1402,-0.0954,-0.1402,DECLINING,6.4,,0.2934,-0.0581,0.1176,-0.0581,DECLINING,8.0,,-0.0195,-0.3031,-0.1613,-0.3031,DECLINING,7.8,,-0.006,-0.1991,-0.1025,-0.1991,DECLINING
Morgan Rielly,TOR,D,297,8.2,-0.0265,0.0348,-0.0519,-0.0145,-0.0519,DECLINING,7.7,0.0315,-0.2637,-0.0641,-0.0987,-0.0641,DECLINING,7.1,0.1513,-0.2698,0.1561,0.0125,0.1561,RISING,7.9,0.1335,-0.2,0.0795,0.0043,0.0795,RISING
Hampus Lindholm,BOS,D,237,9.6,0.0487,,,0.0487,,,8.1,-0.2788,,,-0.2788,,,8.0,-0.2529,,,-0.2529,,,8.4,-0.1229,,,-0.1229,,
Ilya Lyubushkin,DAL,D,275,7.9,0.1865,-0.1459,-0.4801,-0.1465,-0.4801,DECLINING,7.4,-0.1649,0.2597,-0.1909,-0.032,-0.1909,DECLINING,6.3,0.1282,0.1035,-0.0145,0.0724,-0.0145,STABLE,7.5,-0.0519,0.2178,-0.1873,-0.0071,-0.1873,DECLINING
Mathew Dumba,PIT,D,229,8.1,-0.1358,-0.2748,,-0.2053,-0.2748,DECLINING,7.3,-0.2088,-0.1109,,-0.1598,-0.1109,DECLINING,7.8,0.0615,-0.1156,,-0.0271,-0.1156,DECLINING,8.0,-0.0162,-0.0607,,-0.0385,-0.0607,DECLINING
Brady Skjei,NSH,D,324,9.0,0.0901,-0.1888,0.0304,-0.0228,0.0304,STABLE,8.5,-0.0421,-0.1885,0.1688,-0.0206,0.1688,RISING,7.9,-0.2585,-0.1418,0.0083,-0.1306,0.0083,STABLE,8.8,-0.0251,-0.2281,-0.0938,-0.1157,-0.0938,DECLINING
Olli Määttä,CGY,D,269,8.4,-0.0304,0.1593,-0.3203,-0.0638,-0.3203,DECLINING,7.4,-0.0903,0.2471,-0.4099,-0.0844,-0.4099,DECLINING,7.2,0.0604,0.0991,-0.2875,-0.0426,-0.2875,DECLINING,7.9,0.0475,0.0162,-0.2539,-0.0634,-0.2539,DECLINING
Mike Matheson,MTL,D,288,7.3,0.0486,-0.0562,0.1118,0.0347,0.1118,RISING,9.2,-0.234,-0.1275,0.1191,-0.0808,0.1191,RISING,7.7,0.0098,-0.1016,0.0755,-0.0054,0.0755,RISING,7.9,-0.0734,-0.0235,0.0912,-0.0019,0.0912,RISING
Cody Ceci,LAK,D,326,7.1,0.0686,-0.2036,-0.1383,-0.0911,-0.1383,DECLINING,8.6,-0.1995,-0.2495,0.143,-0.102,0.143,RISING,8.5,0.1312,-0.2701,0.0661,-0.0243,0.0661,RISING,8.4,-0.0492,-0.0955,0.0545,-0.0301,0.0545,RISING
Jacob Trouba,ANA,D,308,8.3,-0.0575,-0.1394,0.1502,-0.0156,0.1502,RISING,8.0,-0.1201,-0.0521,0.153,-0.0064,0.153,RISING,7.9,-0.3128,-0.0782,0.3189,-0.024,0.3189,RISING,8.2,-0.165,-0.0769,0.3589,0.039,0.3589,RISING
Matt Grzelcyk,CHI,D,289,8.0,-0.1294,-0.0804,-0.0545,-0.0881,-0.0545,DECLINING,6.9,-0.0902,0.0342,-0.2353,-0.0971,-0.2353,DECLINING,6.8,-0.029,0.0178,-0.0371,-0.0161,-0.0371,STABLE,8.0,0.0153,0.068,-0.2254,-0.0474,-0.2254,DECLINING
Colton Parayko,STL,D,301,9.3,0.1085,-0.2278,0.0075,-0.0372,0.0075,STABLE,9.0,0.1885,0.017,-0.0867,0.0396,-0.0867,DECLINING,7.8,-0.1039,0.0043,0.145,0.0151,0.145,RISING,8.3,-0.176,0.1641,0.074,0.0207,0.074,RISING
Declan Chisholm,WSH,D,123,6.5,,0.1253,-0.5172,-0.196,-0.5172,DECLINING,7.2,,-0.0303,-0.0762,-0.0533,-0.0762,DECLINING,5.9,,0.0367,0.0136,0.0251,0.0136,STABLE,7.1,,0.0711,-0.2463,-0.0876,-0.2463,DECLINING
Esa Lindell,DAL,D,326,7.6,0.3773,-0.0628,0.0882,0.1342,0.0882,RISING,7.8,-0.1712,0.0179,-0.0018,-0.0517,-0.0018,STABLE,8.0,-0.0668,-0.1614,0.1643,-0.0213,0.1643,RISING,8.2,-0.0154,-0.1014,0.1494,0.0109,0.1494,RISING
Shayne Gostisbehere,CAR,D,281,7.7,-0.0164,-0.2236,0.3662,0.042,0.3662,RISING,8.2,-0.2133,0.0593,0.0394,-0.0382,0.0394,STABLE,7.8,-0.269,0.1854,-0.0411,-0.0416,-0.0411,STABLE,8.6,-0.2052,0.2497,-0.1439,-0.0331,-0.1439,DECLINING
Tyler Tucker,STL,D,158,7.2,0.0599,-0.049,0.1544,0.0551,0.1544,RISING,5.2,-0.0068,-0.0065,0.2159,0.0676,0.2159,RISING,6.5,-0.1936,0.3,0.1207,0.0757,0.1207,RISING,6.9,-0.0846,0.2163,0.0705,0.0674,0.0705,RISING
Alexander Romanov,NYI,D,236,6.8,0.336,0.031,,0.1835,0.031,STABLE,8.5,0.0265,0.0566,,0.0415,0.0566,RISING,9.2,-0.1686,0.341,,0.0862,0.341,RISING,7.9,-0.1673,0.2921,,0.0624,0.2921,RISING
Adam Pelech,NYI,D,261,9.6,0.2101,0.1253,-0.2585,0.0257,-0.2585,DECLINING,8.8,0.0475,0.0981,-0.1253,0.0067,-0.1253,DECLINING,7.5,-0.1007,0.108,-0.0797,-0.0241,-0.0797,DECLINING,8.2,-0.1387,0.0953,0.0409,-0.0008,0.0409,STABLE
Damon Severson,CBJ,D,289,8.3,0.1305,-0.2419,0.0347,-0.0256,0.0347,STABLE,9.5,-0.2554,0.0848,0.1216,-0.0163,0.1216,RISING,8.6,0.0822,-0.349,0.2849,0.006,0.2849,RISING,8.6,-0.06,-0.1626,0.1541,-0.0228,0.1541,RISING
Jake McCabe,TOR,D,295,8.8,0.15,-0.1328,-0.0254,-0.0027,-0.0254,STABLE,7.2,-0.1239,-0.207,0.0533,-0.0926,0.0533,RISING,6.7,0.0666,-0.0835,0.1205,0.0345,0.1205,RISING,7.9,0.0137,0.1377,-0.1566,-0.0017,-0.1566,DECLINING
Jack St. Ivany,PIT,D,53,5.6,,,,,,,4.9,,,,,,,3.7,,,,,,,6.4,,,,,,
Jaccob Slavin,CAR,D,276,8.2,0.0372,-0.1418,0.1517,0.0157,0.1517,RISING,8.4,-0.226,0.2613,-0.1852,-0.05,-0.1852,DECLINING,9.9,0.0072,-0.1433,-0.0235,-0.0532,-0.0235,STABLE,10.0,0.0121,-0.1279,-0.1616,-0.0925,-0.1616,DECLINING
Spencer Stastney,EDM,D,117,8.5,,-0.1041,0.127,0.0114,0.127,RISING,8.3,,0.1072,-0.1431,-0.018,-0.1431,DECLINING,7.4,,0.0089,0.5075,0.2582,0.5075,RISING,7.9,,-0.0635,0.5612,0.2489,0.5612,RISING
Scott Perunovich,NYI,D,89,7.3,,0.0477,,0.0477,0.0477,STABLE,6.9,,-0.0098,,-0.0098,-0.0098,STABLE,5.4,,-0.069,,-0.069,-0.069,DECLINING,6.6,,-0.0155,,-0.0155,-0.0155,STABLE
Brett Kulak,COL,D,328,7.3,0.0828,-0.138,-0.1893,-0.0815,-0.1893,DECLINING,9.8,0.3602,-0.2197,-0.0273,0.0377,-0.0273,STABLE,8.2,-0.2155,0.0315,0.203,0.0063,0.203,RISING,8.3,-0.3257,0.301,-0.0473,-0.024,-0.0473,STABLE
Tim Berni,CBJ,D,59,6.4,,,,,,,5.7,,,,,,,4.8,,,,,,,5.6,,,,,,
Erik Gustafsson,DET,D,208,8.0,0.1092,-0.2398,,-0.0653,-0.2398,DECLINING,6.8,-0.3539,0.1622,,-0.0959,0.1622,RISING,6.6,-0.3633,-0.0474,,-0.2053,-0.0474,STABLE,7.1,-0.3541,-0.0037,,-0.1789,-0.0037,STABLE
Matt Benning,TOR,D,99,7.7,,,,,,,5.3,,,,,,,4.0,,,,,,,6.3,,,,,,
Ben Hutton,VGK,D,138,7.6,0.1665,,,0.1665,,,7.9,-0.0517,,,-0.0517,,,7.1,0.5628,,,0.5628,,,6.1,0.2277,,,0.2277,,
