player_name,player_id,team_2526,offensive_composite,defensive_score,twoway_composite,rush_against_per60,ci_confirmed,trend
Kurtis MacDermid,8477073,OTT,0.0000,0.4015,0.1606,28.7973,,
Pavel Mintyukov,8483490,WSH,0.0000,0.4014,0.1605,28.7997,,
Brian Dumoulin,8475208,CHI,0.0000,0.4013,0.1605,28.8010,,
Connor Clifton,8477365,PHI,0.0000,0.4006,0.1602,28.8148,,
John Hayden,8477401,SEA,0.0000,0.4003,0.1601,28.8204,,
Robert Hagg,8477462,PHI,0.0000,0.3986,0.1594,28.8564,,
Ryan Ellis,8475176,SEA,0.0000,0.3980,0.1592,28.8667,,
Eric Staal,8470595,FLA,0.0000,0.3964,0.1586,28.9004,,
Radim Simek,8480160,SJS,0.0000,0.3956,0.1582,28.9172,,
Brett Leason,8481517,WSH,0.0000,0.3954,0.1582,28.9206,,
Jonas Siegenthaler,8478399,NJD,0.0000,0.3952,0.1581,28.9235,,
Michael Del Zotto,8474584,MIN,0.0000,0.3946,0.1578,28.9371,,
Jacob Bryson,8480196,BUF,0.0000,0.3933,0.1573,28.9630,,
Ty Emberson,8480834,EDM,0.0000,0.3926,0.1571,28.9763,,
Dmitry Kulikov,8475179,FLA,0.0000,0.3922,0.1569,28.9861,,
Rasmus Ristolainen,8477499,PHI,0.0000,0.3915,0.1566,28.9989,,
Alexandre Carrier,8478851,MTL,0.0000,0.3915,0.1566,28.9992,,
Joel Edmundson,8476441,LAK,0.0000,0.3907,0.1563,29.0149,,
Erik Cernak,8478416,TBL,0.0000,0.3906,0.1562,29.0180,,
Paul Byron,8474038,MTL,0.0000,0.3897,0.1559,29.0349,,
Justin Holl,8475718,STL,0.0000,0.3891,0.1557,29.0473,,
Adam Larsson,8476457,EDM,0.0000,0.3885,0.1554,29.0610,,
Jon Merrill,8475750,MIN,0.0000,0.3877,0.1551,29.0767,,
Henri Jokiharju,8480035,SJS,0.0000,0.3859,0.1544,29.1122,,
Connor Dewar,8480980,PIT,0.0000,0.3855,0.1542,29.1212,,
Calle Rosen,8480157,STL,0.0000,0.3834,0.1534,29.1627,,
Brenden Dillon,8475455,NJD,0.0000,0.3834,0.1533,29.1643,,
Luke Schenn,8474568,WPG,0.0000,0.3830,0.1532,29.1723,,
Jake Muzzin,8474162,TOR,0.0000,0.3786,0.1515,29.2600,,
Connor Murphy,8476473,LAK,0.0000,0.3781,0.1513,29.2698,,
Jamie Oleksiak,8476467,SEA,0.0000,0.3778,0.1511,29.2771,,
Travis Dermott,8478408,UTA,0.0000,0.3756,0.1502,29.3213,,
Tyler Myers,8474574,VAN,0.0000,0.3753,0.1501,29.3275,,
Marc Staal,8471686,PHI,0.0000,0.3729,0.1492,29.3758,,
Radko Gudas,8475462,ANA,0.0000,0.3727,0.1491,29.3807,,
Alexander Romanov,8481014,WSH,0.0000,0.3712,0.1485,29.4101,,
Esa Lindell,8476902,DAL,0.0000,0.3708,0.1483,29.4186,,
Duncan Keith,8470281,STL,0.0000,0.3685,0.1474,29.4657,,
Ryan McDonagh,8474151,CAR,0.0000,0.3679,0.1471,29.4782,,
Vladislav Kolyachonok,8481609,DAL,0.0000,0.3677,0.1471,29.4821,,
Tyler Bozak,8475098,WPG,0.0000,0.3676,0.1470,29.4834,,
Zach Bogosian,8474567,CGY,0.0000,0.3631,0.1452,29.5746,,
Andreas Johnsson,8477341,NJD,0.0000,0.3622,0.1449,29.5930,,
Janne Kuokkanen,8479511,NJD,0.0000,0.3618,0.1447,29.5998,,
Alexander Edler,8471303,LAK,0.0000,0.3603,0.1441,29.6318,,
Jeremy Lauzon,8478468,EDM,0.0000,0.3590,0.1436,29.6585,,
MacKenzie Entwistle,8480025,CHI,0.0000,0.3586,0.1434,29.6661,,
Jani Hakanpää,8475825,WSH,0.0000,0.3581,0.1433,29.6748,,
Victor Mete,8479376,TOR,0.0000,0.3579,0.1432,29.6802,,
Nikolai Knyzhov,8481812,SJS,0.0000,0.3555,0.1422,29.7281,,
Derek Forbort,8475762,VAN,0.0000,0.3554,0.1421,29.7311,,
Dean Kukan,8478567,CBJ,0.0000,0.3526,0.1411,29.7865,,
Alex Formenton,8480029,OTT,0.0000,0.3517,0.1407,29.8047,,
Jack Studnicka,8480021,NSH,0.0000,0.3501,0.1400,29.8381,,
Troy Stecher,8479442,TOR,0.0000,0.3482,0.1393,29.8756,,
John Beecher,8481556,CGY,0.0000,0.3479,0.1391,29.8833,,
Ryan Graves,8477435,PIT,0.0000,0.3461,0.1384,29.9187,,
Alex Galchenyuk,8476851,COL,0.0000,0.3455,0.1382,29.9299,,
Cole Koepke,8481043,WPG,0.0000,0.3445,0.1378,29.9521,,
Ian Mitchell,8480070,WSH,0.0000,0.3444,0.1377,29.9538,,
Patrick Brown,8477887,BOS,0.0000,0.3442,0.1377,29.9569,,
Freddy Gaudreau,8477919,EDM,0.0000,0.3437,0.1375,29.9666,,
Scott Mayfield,8476429,NYI,0.0000,0.3392,0.1357,30.0588,,
Alexandre Texier,8480074,MTL,0.0000,0.3360,0.1344,30.1223,,
Jake McCabe,8476931,CAR,0.0000,0.3352,0.1341,30.1399,,
Vladislav Gavrikov,8478882,NYR,0.0000,0.3348,0.1339,30.1486,,
Devin Shore,8476913,MIN,0.0000,0.3329,0.1331,30.1866,,
Nick Holden,8474207,OTT,0.0000,0.3299,0.1319,30.2475,,
Ilya Lyubushkin,8480950,DAL,0.0000,0.3299,0.1319,30.2476,,
Danny DeKeyser,8477215,CAR,0.0000,0.3272,0.1309,30.3022,,
Jack Johnson,8471677,CBJ,0.0000,0.3164,0.1265,30.5208,,
Scott Harrington,8476449,ARI,0.0000,0.3147,0.1259,30.5551,,
Jujhar Khaira,8476915,MIN,0.0000,0.3139,0.1256,30.5703,,
Ryan Carpenter,8477846,SJS,0.0000,0.3137,0.1255,30.5741,,
Henry Thrun,8481567,TOR,0.0000,0.3118,0.1247,30.6129,,
Reese Johnson,8481147,ANA,0.0000,0.3118,0.1247,30.6139,,
Tim Berni,8481072,CBJ,0.0000,0.3109,0.1243,30.6324,,
Erik Johnson,8473446,PHI,0.0000,0.3105,0.1242,30.6391,,
Justin Braun,8474027,PHI,0.0000,0.3074,0.1230,30.7022,,
Jarred Tinordi,8475797,MTL,0.0000,0.3059,0.1223,30.7337,,
Matthew Highmore,8478146,OTT,0.0000,0.3050,0.1220,30.7511,,
Mark Pysyk,8475796,BUF,0.0000,0.3038,0.1215,30.7760,,
Riley Nash,8474062,NYR,0.0000,0.3035,0.1214,30.7821,,
Andrej Sekera,8471284,DAL,0.0000,0.3034,0.1214,30.7834,,
Riley Stillman,8479388,EDM,0.0000,0.3018,0.1207,30.8151,,
Cody Ceci,8476879,LAK,0.0000,0.2994,0.1198,30.8636,,
Jan Rutta,8480172,STL,0.0000,0.2988,0.1195,30.8761,,
Jake Christiansen,8481161,WSH,0.0000,0.2983,0.1193,30.8877,,
Beck Malenstyn,8479359,BUF,0.0000,0.2942,0.1177,30.9701,,
Kris Russell,8471729,MIN,0.0000,0.2924,0.1170,31.0066,,
Jake Middleton,8478136,MIN,0.0000,0.2896,0.1158,31.0628,,
Pierre-Edouard Bellemare,8477930,SEA,0.0000,0.2869,0.1148,31.1174,,
Ben Chiarot,8475279,DET,0.0000,0.2855,0.1142,31.1458,,
Loui Eriksson,8470626,ARI,0.0000,0.2819,0.1128,31.2182,,
Oskar Lindblom,8478067,SJS,0.0000,0.2810,0.1124,31.2377,,
Simon Benoit,8481122,TOR,0.0000,0.2789,0.1116,31.2800,,
Kevin Rooney,8479291,UTA,0.0000,0.2778,0.1111,31.3016,,
Anders Bjork,8478075,OTT,0.0000,0.2777,0.1111,31.3040,,
P.K. Subban,8474056,NJD,0.0000,0.2709,0.1083,31.4425,,
Marco Scandella,8474618,STL,0.0000,0.2697,0.1079,31.4665,,
Brandon Carlo,8478443,NJD,0.0000,0.2691,0.1076,31.4780,,
Jordie Benn,8474818,TOR,0.0000,0.2616,0.1046,31.6305,,
Darren Helm,8471794,COL,0.0000,0.2605,0.1042,31.6527,,
Gavin Bayreuther,8479945,WPG,0.0000,0.2604,0.1042,31.6537,,
Mattias Samuelsson,8480807,BUF,0.0000,0.2592,0.1037,31.6788,,
Libor Hajek,8479333,NJD,0.0000,0.2583,0.1033,31.6973,,
Anton Stralman,8471873,CBJ,0.0000,0.2563,0.1025,31.7365,,
Josh Archibald,8476326,PIT,0.0000,0.2548,0.1019,31.7668,,
Brock McGinn,8476934,ANA,0.0000,0.2541,0.1017,31.7812,,
Cal Clutterbuck,8473504,MTL,0.0000,0.2454,0.0982,31.9580,,
Matthew Benning,8476988,NYI,0.0000,0.2395,0.0958,32.0775,,
Andy Greene,8472382,NYI,0.0000,0.2392,0.0957,32.0846,,
Marc-Edouard Vlasic,8471709,SJS,0.0000,0.2368,0.0947,32.1316,,
David Savard,8475233,MTL,0.0000,0.2363,0.0945,32.1418,,
Travis Hamonic,8474612,NJD,0.0000,0.2339,0.0936,32.1913,,
Zdeno Chara,8465009,VGK,0.0000,0.2309,0.0924,32.2521,,
Austin Watson,8475766,DET,0.0000,0.2280,0.0912,32.3104,,
Dylan Gambrell,8479580,OTT,0.0000,0.2275,0.0910,32.3202,,
Mario Ferraro,8479983,DAL,0.0000,0.2216,0.0886,32.4407,,
Nikita Okhotiuk,8481537,SJS,0.0000,0.2175,0.0870,32.5225,,
Ryan Murray,8476850,EDM,0.0000,0.2075,0.0830,32.7252,,
Andrew Peeke,8479369,NJD,0.0000,0.2072,0.0829,32.7313,,
Matt Nieto,8476442,PIT,0.0000,0.1997,0.0799,32.8841,,
Colton White,8478841,VGK,0.0000,0.1981,0.0792,32.9156,,
Luke Kunin,8479316,FLA,0.0000,0.1909,0.0764,33.0616,,
Erik Gudbranson,8475790,WSH,0.0000,0.1786,0.0714,33.3115,,
Mark Borowiecki,8474697,NSH,0.0000,0.1785,0.0714,33.3125,,
Liam Foudy,8480853,CAR,0.0000,0.1768,0.0707,33.3470,,
Michael McLeod,8479415,NJD,0.0000,0.1714,0.0686,33.4568,,
Patrik Nemeth,8475747,ARI,0.0000,0.1677,0.0671,33.5317,,
Juho Lammikko,8477996,NJD,0.0000,0.1657,0.0663,33.5721,,
Antoine Roussel,8474849,ARI,0.0000,0.1618,0.0647,33.6512,,
Dysin Mayo,8478062,CBJ,0.0000,0.1437,0.0575,34.0180,,
Riley Sheahan,8475772,SEA,0.0000,0.1281,0.0512,34.3346,,
Nikita Zaitsev,8479458,VAN,0.0000,0.1263,0.0505,34.3693,,
Derek Grant,8474683,ANA,0.0000,0.1101,0.0440,34.6989,,
Cody Eakin,8475236,BUF,0.0000,0.1094,0.0437,34.7130,,
Joshua Brown,8477384,EDM,0.0000,0.0961,0.0384,34.9826,,
Nathan Beaulieu,8476470,ANA,0.0000,0.0000,0.0000,36.9281,,
