player_id,player_name,seasons,total_toi_mins,rush_against_per60_career,rush_against_per60_by_season,team_2526
8474573.0000,Josh Bailey,"[20202021, 20212022, 20222023]",3546.6833,28.2348,"{""20202021"": 28.9662, ""20212022"": 27.7643, ""20222023"": 27.8782}",
8478585.0000,Derek Ryan,"[20202021, 20212022, 20222023, 20232024, 20242025]",3772.0333,28.2023,"{""20202021"": 26.8727, ""20212022"": 31.58, ""20222023"": 27.7879, ""20232024"": 26.7788, ""20242025"": 24.7228}",
8476392.0000,Adam Lowry,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6930.0667,28.1815,"{""20202021"": 29.5335, ""20212022"": 30.8107, ""20222023"": 28.0902, ""20232024"": 27.1614, ""20242025"": 28.1254, ""20252026"": 23.9462}",
8480222.0000,Sebastian Aho,"[20202021, 20212022, 20222023, 20232024]",2906.9667,28.1737,"{""20202021"": 40.4494, ""20212022"": 28.3773, ""20222023"": 27.912, ""20232024"": 27.8767}",
8475714.0000,Calle Jarnkrok,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5050.0500,28.1463,"{""20202021"": 30.0508, ""20212022"": 26.8748, ""20222023"": 27.9462, ""20232024"": 25.865, ""20242025"": 32.049, ""20252026"": 29.7948}",
8476952.0000,Dominic Toninato,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",1013.1500,28.1301,"{""20202021"": 35.7045, ""20212022"": 29.0405, ""20222023"": 24.222, ""20232024"": 25.6449, ""20242025"": 25.3266, ""20252026"": 24.3463}",
8478043.0000,Sam Lafferty,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3995.4167,28.1272,"{""20202021"": 30.4775, ""20212022"": 35.0534, ""20222023"": 26.9733, ""20232024"": 24.9151, ""20242025"": 27.7874, ""20252026"": 21.2399}",
8482087.0000,Kaiden Guhle,"[20222023, 20232024, 20242025, 20252026]",4130.1333,28.0959,"{""20222023"": 29.3785, ""20232024"": 28.6901, ""20242025"": 25.962, ""20252026"": 28.9914}",
8477369.0000,Carson Soucy,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6401.6333,28.0710,"{""20202021"": 32.9568, ""20212022"": 28.5605, ""20222023"": 26.5719, ""20232024"": 26.8993, ""20242025"": 28.3535, ""20252026"": 26.0186}",
8476918.0000,Jimmy Vesey,"[20202021, 20212022, 20222023, 20232024, 20242025]",4342.7500,28.0606,"{""20202021"": 29.7315, ""20212022"": 34.3119, ""20222023"": 23.8546, ""20232024"": 26.9198, ""20242025"": 25.6248}",
8479514.0000,Rem Pitlick,"[20202021, 20212022, 20222023, 20232024]",1841.1000,28.0593,"{""20202021"": 17.517, ""20212022"": 28.6239, ""20222023"": 30.1805, ""20232024"": 23.5238}",
8474145.0000,Robert Bortuzzo,"[20202021, 20212022, 20222023, 20232024, 20242025]",2897.5000,28.0380,"{""20202021"": 25.7757, ""20212022"": 27.9923, ""20222023"": 30.9094, ""20232024"": 30.205, ""20242025"": 22.2342}",
8479026.0000,Philippe Myers,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",2379.6333,28.0379,"{""20202021"": 27.3833, ""20212022"": 28.3782, ""20222023"": 24.5734, ""20232024"": 23.6032, ""20242025"": 26.8348, ""20252026"": 32.1554}",
8478430.0000,Oliver Kylington,"[20202021, 20212022, 20232024, 20242025]",2425.6833,27.9509,"{""20202021"": 29.2403, ""20212022"": 27.995, ""20232024"": 29.6189, ""20242025"": 22.8268}",
8484911.0000,Collin Graf,"[20232024, 20242025, 20252026]",1487.7000,27.9492,"{""20232024"": 25.3085, ""20242025"": 28.7752, ""20252026"": 27.8011}",
8481601.0000,Simon Holmstrom,"[20222023, 20232024, 20242025, 20252026]",3665.9667,27.9217,"{""20222023"": 29.9531, ""20232024"": 30.7895, ""20242025"": 26.1818, ""20252026"": 25.6196}",
8477290.0000,Michael Raffl,"[20202021, 20212022]",1852.5667,27.9180,"{""20202021"": 25.6664, ""20212022"": 29.0947}",
8479414.0000,Nathan Bastian,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3453.8333,27.9168,"{""20202021"": 33.1626, ""20212022"": 29.0772, ""20222023"": 29.0236, ""20232024"": 23.0986, ""20242025"": 26.9857, ""20252026"": 20.9811}",
8481093.0000,Rafael Harvey-Pinard,"[20212022, 20222023, 20232024, 20242025, 20252026]",1227.4333,27.9119,"{""20212022"": 30.9456, ""20222023"": 26.0157, ""20232024"": 29.7172, ""20242025"": 26.9663, ""20252026"": 21.7852}",
8476871.0000,Tanner Pearson,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4145.5833,27.8899,"{""20202021"": 30.6985, ""20212022"": 28.1387, ""20222023"": 29.2192, ""20232024"": 25.9345, ""20242025"": 25.9849, ""20252026"": 28.4136}",
8475753.0000,Justin Faulk,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",9651.4000,27.8820,"{""20202021"": 27.7286, ""20212022"": 28.9058, ""20222023"": 29.9648, ""20232024"": 28.4063, ""20242025"": 24.8968, ""20252026"": 26.8501}",
8481568.0000,Alex Vlasic,"[20212022, 20222023, 20232024, 20242025, 20252026]",4857.0667,27.8810,"{""20212022"": 29.6319, ""20222023"": 32.0837, ""20232024"": 26.5985, ""20242025"": 28.2033, ""20252026"": 28.4793}",
8473507.0000,Jeff Petry,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7354.4333,27.8607,"{""20202021"": 24.1096, ""20212022"": 27.6291, ""20222023"": 28.4469, ""20232024"": 31.4511, ""20242025"": 32.0027, ""20252026"": 24.3667}",
8478366.0000,Frank Vatrano,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6733.4333,27.8461,"{""20202021"": 26.2098, ""20212022"": 24.5963, ""20222023"": 31.0463, ""20232024"": 29.9117, ""20242025"": 26.6957, ""20252026"": 26.8426}",
8477938.0000,Haydn Fleury,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3174.3000,27.8424,"{""20202021"": 24.624, ""20212022"": 28.9794, ""20222023"": 33.0517, ""20232024"": 28.1467, ""20242025"": 26.0047, ""20252026"": 30.1997}",
8477070.0000,Liam O'Brien,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",2288.7000,27.8411,"{""20202021"": 27.3996, ""20212022"": 28.6588, ""20222023"": 31.1299, ""20232024"": 27.2098, ""20242025"": 24.5717, ""20252026"": 22.728}",
8479368.0000,Max Jones,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",2554.0333,27.8383,"{""20202021"": 27.8099, ""20212022"": 33.3333, ""20222023"": 31.0522, ""20232024"": 26.3338, ""20242025"": 26.8234, ""20252026"": 17.8014}",
8478508.0000,Yakov Trenin,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5902.8833,27.8305,"{""20202021"": 25.4205, ""20212022"": 29.7303, ""20222023"": 29.0663, ""20232024"": 26.0229, ""20242025"": 29.3184, ""20252026"": 25.4502}",
8482655.0000,J.J. Moser,"[20212022, 20222023, 20232024, 20242025, 20252026]",6308.9000,27.8274,"{""20212022"": 31.3511, ""20222023"": 30.5188, ""20232024"": 27.6617, ""20242025"": 22.9548, ""20252026"": 25.8676}",
8474673.0000,TJ Brodie,"[20202021, 20212022, 20222023, 20232024, 20242025]",7347.2833,27.8225,"{""20202021"": 27.5443, ""20212022"": 29.2859, ""20222023"": 26.0284, ""20232024"": 28.6932, ""20242025"": 26.3697}",
8482062.0000,Cole Smith,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3552.3333,27.8183,"{""20202021"": 70.5882, ""20212022"": 28.8611, ""20222023"": 29.8214, ""20232024"": 28.206, ""20242025"": 27.2553, ""20252026"": 23.931}",
8480043.0000,Timothy Liljegren,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5254.2167,27.8177,"{""20202021"": 19.8785, ""20212022"": 26.9536, ""20222023"": 27.3984, ""20232024"": 27.1755, ""20242025"": 27.9427, ""20252026"": 32.4}",
8479383.0000,Boris Katchouk,"[20212022, 20222023, 20232024, 20252026]",1989.0500,27.8123,"{""20212022"": 31.7797, ""20222023"": 26.6971, ""20232024"": 25.6883, ""20252026"": 23.1429}",
8477845.0000,Trevor van Riemsdyk,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6825.8667,27.8119,"{""20202021"": 27.5815, ""20212022"": 27.1365, ""20222023"": 30.2535, ""20232024"": 28.1961, ""20242025"": 25.4588, ""20252026"": 28.7107}",
8477903.0000,Garnet Hathaway,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5148.5833,27.8057,"{""20202021"": 28.751, ""20212022"": 28.3398, ""20222023"": 30.5061, ""20232024"": 24.9583, ""20242025"": 28.0026, ""20252026"": 24.3522}",
8475178.0000,Zack Kassian,"[20202021, 20212022, 20222023]",1681.1167,27.8029,"{""20202021"": 26.3945, ""20212022"": 26.6967, ""20222023"": 30.9338}",
8480355.0000,Mark Kastelic,"[20212022, 20222023, 20232024, 20242025, 20252026]",2453.7833,27.7775,"{""20212022"": 32.6679, ""20222023"": 30.5243, ""20232024"": 25.1524, ""20242025"": 26.6551, ""20252026"": 27.2673}",
8474679.0000,Gustav Nyquist,"[20212022, 20222023, 20232024, 20242025, 20252026]",5817.7667,27.7735,"{""20212022"": 31.9602, ""20222023"": 33.877, ""20232024"": 24.2314, ""20242025"": 24.3483, ""20252026"": 23.0923}",
8475690.0000,Chris Tanev,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8101.8167,27.7493,"{""20202021"": 26.6043, ""20212022"": 31.105, ""20222023"": 26.0128, ""20232024"": 25.3709, ""20242025"": 28.9129, ""20252026"": 28.1709}",
8476856.0000,Mathew Dumba,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7116.2333,27.7478,"{""20202021"": 28.2732, ""20212022"": 28.9881, ""20222023"": 25.8241, ""20232024"": 29.7146, ""20242025"": 25.2825, ""20252026"": 29.2899}",
8480880.0000,Jakub Lauko,"[20222023, 20232024, 20242025]",1414.4167,27.7429,"{""20222023"": 27.4749, ""20232024"": 23.6282, ""20242025"": 32.5812}",
8481806.0000,Louis Crevier,"[20232024, 20242025, 20252026]",1782.0833,27.7428,"{""20232024"": 28.8038, ""20242025"": 29.7445, ""20252026"": 26.0879}",
8475235.0000,Nicolas Deslauriers,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3196.5833,27.7421,"{""20202021"": 27.6557, ""20212022"": 31.0704, ""20222023"": 28.1221, ""20232024"": 24.3986, ""20242025"": 24.8316, ""20252026"": 20.3369}",
8478017.0000,Mark Friedman,"[20202021, 20212022, 20222023, 20232024, 20242025]",1198.3667,27.7378,"{""20202021"": 31.3831, ""20212022"": 32.8161, ""20222023"": 25.2746, ""20232024"": 23.3766, ""20242025"": 22.1854}",
8482177.0000,Marat Khusnutdinov,"[20232024, 20242025, 20252026]",1737.3333,27.7322,"{""20232024"": 24.5988, ""20242025"": 30.9996, ""20252026"": 24.6425}",
8477969.0000,Marcus Pettersson,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8107.1667,27.7236,"{""20202021"": 23.3534, ""20212022"": 25.4846, ""20222023"": 29.6206, ""20232024"": 29.2033, ""20242025"": 28.7395, ""20252026"": 27.4105}",
8477948.0000,Travis Sanheim,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",9811.2667,27.7212,"{""20202021"": 26.8162, ""20212022"": 32.1851, ""20222023"": 30.3519, ""20232024"": 25.3184, ""20242025"": 25.6569, ""20252026"": 25.4596}",
8479379.0000,Givani Smith,"[20202021, 20212022, 20222023, 20232024, 20242025]",1182.2000,27.7110,"{""20202021"": 25.4993, ""20212022"": 28.7901, ""20222023"": 26.6204, ""20232024"": 27.9583, ""20242025"": 29.7341}",
8481032.0000,Paul Cotter,"[20212022, 20222023, 20232024, 20242025, 20252026]",3327.3167,27.6980,"{""20212022"": 32.0994, ""20222023"": 32.4385, ""20232024"": 27.9137, ""20242025"": 24.3085, ""20252026"": 27.3243}",
8474176.0000,Carl Hagelin,"[20202021, 20212022]",1648.9167,27.6545,"{""20202021"": 28.4036, ""20212022"": 26.8042}",
8479335.0000,Rasmus Asplund,"[20202021, 20212022, 20222023, 20242025]",2069.0667,27.6356,"{""20202021"": 35.3399, ""20212022"": 24.208, ""20222023"": 31.0089, ""20242025"": 12.2867}",
8479992.0000,Michael Rasmussen,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5215.9667,27.6305,"{""20202021"": 25.6451, ""20212022"": 25.7302, ""20222023"": 29.0964, ""20232024"": 30.832, ""20242025"": 25.651, ""20252026"": 28.509}",
8480821.0000,Filip Zadina,"[20202021, 20212022, 20222023, 20232024]",3226.1000,27.6185,"{""20202021"": 28.1244, ""20212022"": 24.9964, ""20222023"": 22.6012, ""20232024"": 32.0994}",
8483460.0000,David Jiricek,"[20222023, 20232024, 20242025, 20252026]",1012.4000,27.6175,"{""20222023"": 28.2288, ""20232024"": 27.1071, ""20242025"": 28.8825, ""20252026"": 28.1758}",
8483565.0000,Nick Blankenburg,"[20212022, 20222023, 20232024, 20242025, 20252026]",2665.7833,27.6166,"{""20212022"": 25.3659, ""20222023"": 31.7269, ""20232024"": 33.9186, ""20242025"": 25.5386, ""20252026"": 24.9425}",
8475287.0000,Erik Haula,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6975.1500,27.6123,"{""20202021"": 29.6385, ""20212022"": 28.9777, ""20222023"": 26.2173, ""20232024"": 25.7273, ""20242025"": 28.0496, ""20252026"": 28.1469}",
8478891.0000,Mason Appleton,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5757.2500,27.5965,"{""20202021"": 27.0116, ""20212022"": 27.2682, ""20222023"": 27.3639, ""20232024"": 27.3314, ""20242025"": 28.4259, ""20252026"": 28.5143}",
8476469.0000,Joel Armia,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5153.8667,27.5444,"{""20202021"": 28.4659, ""20212022"": 27.8861, ""20222023"": 28.3479, ""20232024"": 27.7803, ""20242025"": 27.251, ""20252026"": 24.9213}",
8478519.0000,Anthony Cirelli,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8075.4333,27.5131,"{""20202021"": 27.2336, ""20212022"": 28.7121, ""20222023"": 32.0848, ""20232024"": 25.5011, ""20242025"": 25.2896, ""20252026"": 27.2512}",
8477952.0000,Robby Fabbri,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",3720.6000,27.4956,"{""20202021"": 27.4809, ""20212022"": 23.7239, ""20222023"": 23.9385, ""20232024"": 28.0795, ""20242025"": 34.1655, ""20252026"": 27.5413}",
8476331.0000,Dylan DeMelo,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8923.4000,27.4940,"{""20202021"": 28.1686, ""20212022"": 29.0625, ""20222023"": 27.8658, ""20232024"": 27.7752, ""20242025"": 26.8597, ""20252026"": 24.9334}",
8475181.0000,Nick Leddy,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8024.7333,27.4925,"{""20202021"": 27.3263, ""20212022"": 26.8393, ""20222023"": 28.9411, ""20232024"": 28.6045, ""20242025"": 22.9581, ""20252026"": 27.2717}",
8478463.0000,Anthony Beauvillier,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6587.0167,27.4813,"{""20202021"": 30.0027, ""20212022"": 29.1103, ""20222023"": 24.1104, ""20232024"": 25.675, ""20242025"": 27.0752, ""20252026"": 29.5009}",
8480184.0000,Gustav Lindström,"[20202021, 20212022, 20222023, 20232024]",2455.0667,27.4697,"{""20202021"": 29.7805, ""20212022"": 28.9743, ""20222023"": 23.9953, ""20232024"": 27.1281}",
8475164.0000,Jakob Silfverberg,"[20202021, 20212022, 20222023, 20232024]",4003.7333,27.4394,"{""20202021"": 24.5938, ""20212022"": 29.8854, ""20222023"": 32.8355, ""20232024"": 21.2642}",
8470642.0000,Shea Weber,[20202021],1678.6000,27.4157,"{""20202021"": 27.4157}",
8479984.0000,Cal Foote,"[20202021, 20212022, 20222023, 20232024]",2152.1667,27.3771,"{""20202021"": 23.3542, ""20212022"": 27.0034, ""20222023"": 30.2934, ""20232024"": 26.4108}",
8482117.0000,Lukas Reichel,"[20212022, 20222023, 20232024, 20242025, 20252026]",2468.3500,27.3705,"{""20212022"": 21.495, ""20222023"": 28.6903, ""20232024"": 28.0138, ""20242025"": 28.0064, ""20252026"": 23.8504}",
8477527.0000,Ross Johnston,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",1810.0333,27.3476,"{""20202021"": 38.9127, ""20212022"": 30.4806, ""20222023"": 29.8157, ""20232024"": 26.5317, ""20242025"": 25.8266, ""20252026"": 22.5083}",
8477429.0000,Andrew Copp,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7383.5167,27.3122,"{""20202021"": 26.6229, ""20212022"": 26.512, ""20222023"": 27.7689, ""20232024"": 30.8905, ""20242025"": 26.2205, ""20252026"": 24.7196}",
8481580.0000,Connor McMichael,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4444.7333,27.3087,"{""20202021"": 42.4242, ""20212022"": 25.5342, ""20222023"": 54.1863, ""20232024"": 27.8585, ""20242025"": 25.8973, ""20252026"": 28.7309}",
8480883.0000,Ty Smith,"[20202021, 20212022, 20222023, 20242025]",2433.3500,27.2957,"{""20202021"": 25.3054, ""20212022"": 30.7959, ""20222023"": 22.1102, ""20242025"": 15.9171}",
8478911.0000,Matt Roy,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8426.0833,27.2938,"{""20202021"": 29.6748, ""20212022"": 24.8932, ""20222023"": 26.3839, ""20232024"": 26.8814, ""20242025"": 27.9268, ""20252026"": 30.2234}",
8477021.0000,Alexander Kerfoot,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6632.4667,27.2930,"{""20202021"": 26.6431, ""20212022"": 31.3009, ""20222023"": 25.3264, ""20232024"": 28.1427, ""20242025"": 25.7222, ""20252026"": 22.9199}",
8483485.0000,Denton Mateychuk,"[20242025, 20252026]",1651.3167,27.2873,"{""20242025"": 27.5572, ""20252026"": 27.0692}",
8479980.0000,Nicolas Hague,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7340.5333,27.2678,"{""20202021"": 22.8379, ""20212022"": 24.5609, ""20222023"": 28.6802, ""20232024"": 30.2985, ""20242025"": 26.7126, ""20252026"": 28.4387}",
8478840.0000,Will Borgen,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5998.2167,27.2581,"{""20202021"": 35.4171, ""20212022"": 23.6562, ""20222023"": 25.9172, ""20232024"": 28.9558, ""20242025"": 26.9179, ""20252026"": 28.163}",
8477359.0000,Tucker Poolman,"[20202021, 20212022, 20222023]",1604.8333,27.2552,"{""20202021"": 26.6395, ""20212022"": 28.5861, ""20222023"": 18.6232}",
8478454.0000,Noah Juulsen,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",2168.5000,27.2539,"{""20202021"": 33.844, ""20212022"": 34.7086, ""20222023"": 23.3875, ""20232024"": 26.5962, ""20242025"": 28.7284, ""20252026"": 25.3752}",
8480281.0000,Alexey Toropchenko,"[20212022, 20222023, 20232024, 20242025, 20252026]",3828.5500,27.2375,"{""20212022"": 28.3534, ""20222023"": 27.7222, ""20232024"": 29.0997, ""20242025"": 24.2597, ""20252026"": 28.1378}",
8476372.0000,Nick Seeler,"[20212022, 20222023, 20232024, 20242025, 20252026]",5034.9000,27.2299,"{""20212022"": 30.3452, ""20222023"": 27.7494, ""20232024"": 27.0226, ""20242025"": 26.5632, ""20252026"": 25.8199}",
8475220.0000,Marcus Foligno,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5406.4000,27.2122,"{""20202021"": 30.1758, ""20212022"": 26.8727, ""20222023"": 25.9913, ""20232024"": 28.248, ""20242025"": 26.9838, ""20252026"": 24.7849}",
8479395.0000,Dennis Cholowski,"[20202021, 20212022, 20222023, 20242025, 20252026]",1116.3833,27.1950,"{""20202021"": 28.1727, ""20212022"": 28.6289, ""20222023"": 21.135, ""20242025"": 25.544, ""20252026"": 31.1708}",
8480011.0000,Klim Kostin,"[20202021, 20212022, 20222023, 20232024, 20242025]",2003.6833,27.1899,"{""20202021"": 19.5652, ""20212022"": 28.0073, ""20222023"": 25.3077, ""20232024"": 27.7247, ""20242025"": 29.4885}",
8478450.0000,Parker Wotherspoon,"[20222023, 20232024, 20242025, 20252026]",2990.1667,27.1891,"{""20222023"": 26.6389, ""20232024"": 26.9864, ""20242025"": 26.6247, ""20252026"": 27.9779}",
8479402.0000,Jake Bean,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",4613.1667,27.1701,"{""20202021"": 19.1929, ""20212022"": 30.7042, ""20222023"": 34.3871, ""20232024"": 29.1112, ""20242025"": 25.4257, ""20252026"": 19.9952}",
8479324.0000,Ryan Lindgren,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8528.8167,27.1480,"{""20202021"": 29.8134, ""20212022"": 28.6376, ""20222023"": 22.965, ""20232024"": 26.9968, ""20242025"": 27.0621, ""20252026"": 27.4799}",
8474641.0000,Adam Henrique,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",6487.1500,27.1460,"{""20202021"": 27.3504, ""20212022"": 24.5859, ""20222023"": 29.756, ""20232024"": 27.8357, ""20242025"": 26.958, ""20252026"": 24.6484}",
8478397.0000,Rasmus Andersson,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",10186.8667,27.1290,"{""20202021"": 29.2421, ""20212022"": 25.622, ""20222023"": 26.9894, ""20232024"": 26.8255, ""20242025"": 29.4768, ""20252026"": 24.739}",
8473449.0000,Kyle Okposo,"[20202021, 20212022, 20222023, 20232024]",3900.3333,27.0900,"{""20202021"": 31.6147, ""20212022"": 29.2204, ""20222023"": 26.8893, ""20232024"": 22.5864}",
8476875.0000,Mike Matheson,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",9045.6167,27.0562,"{""20202021"": 26.4194, ""20212022"": 28.1513, ""20222023"": 22.8505, ""20232024"": 26.6377, ""20242025"": 27.3229, ""20252026"": 30.5884}",
8478493.0000,Joel Eriksson Ek,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7472.8167,27.0500,"{""20202021"": 29.7677, ""20212022"": 26.4171, ""20222023"": 27.2834, ""20232024"": 26.0815, ""20242025"": 27.9783, ""20252026"": 24.923}",
8480887.0000,Jordan Harris,"[20212022, 20222023, 20232024, 20242025, 20252026]",2784.2667,27.0448,"{""20212022"": 26.1671, ""20222023"": 26.7239, ""20232024"": 26.4039, ""20242025"": 31.7942, ""20252026"": 21.108}",
8484321.0000,Nikolas Matinpalo,"[20232024, 20242025, 20252026]",1176.5000,27.0293,"{""20232024"": 14.9911, ""20242025"": 27.0446, ""20252026"": 27.5953}",
8474716.0000,Jared Spurgeon,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7469.9333,27.0123,"{""20202021"": 29.6641, ""20212022"": 24.759, ""20222023"": 28.8305, ""20232024"": 27.9718, ""20242025"": 25.3812, ""20252026"": 25.2854}",
8478460.0000,Zach Werenski,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7906.9167,26.9916,"{""20202021"": 27.5717, ""20212022"": 29.5707, ""20222023"": 29.1443, ""20232024"": 28.1152, ""20242025"": 24.7834, ""20252026"": 24.5104}",
8474031.0000,Kevin Shattenkirk,"[20202021, 20212022, 20222023, 20232024]",5441.8333,26.9247,"{""20202021"": 24.5605, ""20212022"": 27.9752, ""20222023"": 30.2751, ""20232024"": 23.2028}",
8479982.0000,Conor Timmins,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",2948.3000,26.9240,"{""20202021"": 25.1422, ""20212022"": 30.9908, ""20222023"": 23.5236, ""20232024"": 21.2046, ""20242025"": 27.6635, ""20252026"": 35.3655}",
8477355.0000,Will Butcher,"[20202021, 20212022]",1074.7333,26.9090,"{""20202021"": 26.8657, ""20212022"": 26.9388}",
8479543.0000,Michael Pezzetta,"[20212022, 20222023, 20232024, 20242025, 20252026]",1653.1667,26.8938,"{""20212022"": 26.4242, ""20222023"": 28.0533, ""20232024"": 25.806, ""20242025"": 22.0718, ""20252026"": 38.1116}",
8474589.0000,Tyler Ennis,"[20202021, 20212022]",1113.3500,26.8918,"{""20202021"": 26.2895, ""20212022"": 27.2258}",
8477450.0000,Jason Dickinson,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5806.9833,26.8745,"{""20202021"": 26.7345, ""20212022"": 29.8611, ""20222023"": 29.5841, ""20232024"": 24.0947, ""20242025"": 26.4939, ""20252026"": 24.4777}",
8478859.0000,Niko Mikkola,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",7915.5833,26.8483,"{""20202021"": 28.5874, ""20212022"": 29.9774, ""20222023"": 29.1554, ""20232024"": 25.8439, ""20242025"": 24.0346, ""20252026"": 26.5266}",
8479536.0000,Axel Jonsson-Fjallby,"[20212022, 20222023, 20232024]",1037.0833,26.8445,"{""20212022"": 27.9102, ""20222023"": 28.2937, ""20232024"": 21.9345}",
8479365.0000,Trent Frederic,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",5036.2833,26.8412,"{""20202021"": 27.9924, ""20212022"": 29.0454, ""20222023"": 27.6412, ""20232024"": 26.6136, ""20242025"": 26.4327, ""20252026"": 22.1515}",
8479994.0000,Jaret Anderson-Dolan,"[20202021, 20212022, 20222023, 20232024, 20242025]",1497.9833,26.8361,"{""20202021"": 28.4761, ""20212022"": 27.3481, ""20222023"": 25.2372, ""20232024"": 28.3272, ""20242025"": 20.8178}",
8478424.0000,Jansen Harkins,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",2399.2000,26.8339,"{""20202021"": 28.1499, ""20212022"": 26.6953, ""20222023"": 23.3326, ""20232024"": 25.5353, ""20242025"": 29.6688, ""20252026"": 23.1078}",
8482222.0000,Alexander Barabanov,"[20202021, 20212022, 20222023, 20232024]",3443.4167,26.8338,"{""20202021"": 26.8045, ""20212022"": 29.2032, ""20222023"": 23.6556, ""20232024"": 28.2469}",
8474715.0000,Cam Atkinson,"[20202021, 20212022, 20232024, 20242025]",3860.9000,26.8228,"{""20202021"": 27.0787, ""20212022"": 30.1327, ""20232024"": 23.2061, ""20242025"": 24.9774}",
8481019.0000,David Gustafsson,"[20202021, 20212022, 20222023, 20232024, 20242025]",1253.1333,26.8128,"{""20202021"": 36.1032, ""20212022"": 36.4865, ""20222023"": 29.5793, ""20232024"": 24.7643, ""20242025"": 24.4181}",
8474013.0000,Ian Cole,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",8229.9667,26.8069,"{""20202021"": 32.6245, ""20212022"": 20.9616, ""20222023"": 28.9229, ""20232024"": 26.8345, ""20242025"": 26.4255, ""20252026"": 27.013}",
8480205.0000,Emil Bemstrom,"[20202021, 20212022, 20222023, 20232024, 20242025]",2092.7667,26.8066,"{""20202021"": 28.7029, ""20212022"": 26.2896, ""20222023"": 30.6589, ""20232024"": 23.2629, ""20242025"": 21.0624}",
8475764.0000,Cam Fowler,"[20202021, 20212022, 20222023, 20232024, 20242025, 20252026]",9669.5167,26.8059,"{""20202021"": 23.3543, ""20212022"": 28.8826, ""20222023"": 29.573, ""20232024"": 28.0884, ""20242025"": 22.7817, ""20252026"": 25.5988}",
8482475.0000,Egor Chinakhov,"[20212022, 20222023, 20232024, 20242025, 20252026]",3064.3000,26.8055,"{""20212022"": 29.2884, ""20222023"": 30.1836, ""20232024"": 25.3079, ""20242025"": 26.1643, ""20252026"": 23.9114}",
