player_name,player_id,team_2526,offensive_composite,defensive_score,twoway_composite,rush_against_per60,ci_confirmed,trend,total_toi_mins,sample_confidence
Max Domi,8477503,TOR,0.4222,0.5130,0.4585,26.5392,False,declining,6748.5167,High
Jansen Harkins,8478424,ANA,0.4291,0.4984,0.4568,26.8339,False,rising,2399.2000,Medium
Zemgus Girgensons,8476878,TBL,0.4237,0.5045,0.4560,26.7101,False,rising,4290.5167,High
Zach Aston-Reese,8479944,PIT,0.5194,0.3601,0.4557,29.6350,False,rising,3705.0833,High
Teddy Blueger,8476927,VAN,0.4797,0.4136,0.4533,28.5510,False,stable,5415.5667,High
David Kampf,8480144,UTA,0.5610,0.2890,0.4522,31.0747,False,rising,5823.3833,High
Nick Bjugstad,8475760,STL,0.5046,0.3621,0.4476,29.5941,False,stable,5123.3167,High
Frank Vatrano,8478366,ANA,0.4452,0.4484,0.4465,27.8461,False,stable,6733.4333,High
Joel Armia,8476469,CHI,0.4267,0.4633,0.4414,27.5444,False,declining,5153.8667,High
Anthony Duclair,8477407,NYI,0.3763,0.5354,0.4399,26.0850,False,declining,4908.5667,High
Noel Acciari,8478569,PIT,0.5318,0.2969,0.4378,30.9154,False,stable,4712.2167,High
William Nylander,8477939,TOR,0.3205,0.6134,0.4377,24.5055,False,rising,8704.1833,High
Eeli Tolvanen,8480009,SEA,0.3388,0.5835,0.4367,25.1101,False,stable,5995.2000,High
Brandon Duhaime,8479520,WSH,0.4829,0.3619,0.4345,29.5982,False,stable,4212.4167,High
Tage Thompson,8479420,BUF,0.3133,0.6143,0.4337,24.4876,False,stable,7076.2333,High
Michael Rasmussen,8479992,DET,0.4153,0.4591,0.4328,27.6305,False,stable,5215.9667,High
Dylan Larkin,8477946,DET,0.2935,0.6272,0.4270,24.2266,False,stable,7702.2667,High
Jake Evans,8478133,TOR,0.4755,0.3494,0.4251,29.8515,False,rising,5901.2167,High
Ryan Poehling,8480068,WSH,0.4440,0.3963,0.4249,28.9011,False,stable,4087.7333,High
Travis Konecny,8478439,PIT,0.3233,0.5614,0.4185,25.5583,False,rising,7486.4167,High
Cole Sillinger,8482705,CBJ,0.4723,0.3375,0.4184,30.0934,False,stable,4996.4500,High
Christian Dvorak,8477989,PHI,0.4344,0.3861,0.4151,29.1093,False,rising,5748.6833,High
Lars Eller,8474189,MTL,0.3425,0.5182,0.4128,26.4331,False,rising,6289.8500,High
Nick Paul,8477426,TBL,0.3319,0.5047,0.4010,26.7068,False,rising,7292.5333,High
Mats Zuccarello,8475692,MIN,0.1819,0.7098,0.3930,22.5536,False,rising,7337.2000,High
Marcus Johansson,8475149,MIN,0.2509,0.5658,0.3768,25.4702,False,stable,6400.4333,High
Nicholas Robertson,8481582,TOR,0.2394,0.5793,0.3754,25.1963,False,rising,2459.8833,Medium
Jordan Spence,8481606,OTT,0.0000,0.8771,0.3508,19.1646,,,3951.0333,High
Jalen Chatfield,8478970,TOR,0.0000,0.8636,0.3454,19.4391,,,5679.2833,High
Tomas Nosek,8477931,FLA,0.3186,0.3567,0.3338,29.7041,False,stable,4009.5500,High
Sam Carrick,8475842,NYR,0.3116,0.3620,0.3317,29.5976,False,rising,3871.9333,High
Zachary Bolduc,8482737,MTL,0.0000,0.7948,0.3179,20.8320,,,1978.6833,Low
Lane Hutson,8483457,MTL,0.0000,0.7929,0.3171,20.8705,,,3205.4833,High
Evan Bouchard,8480803,EDM,0.0000,0.7886,0.3155,20.9562,,,10058.1000,High
Artemi Panarin,8478550,NYR,0.0000,0.7880,0.3152,20.9683,,,8947.7833,High
Shea Theodore,8477447,VGK,0.0000,0.7837,0.3135,21.0560,,,8893.4333,High
Bobby Brink,8481553,PHI,0.0000,0.7815,0.3126,21.1016,,,2695.5333,Medium
Quinn Hughes,8480800,VAN,0.0000,0.7810,0.3124,21.1108,,,10479.0167,High
Gage Goncalves,8482201,TBL,0.0000,0.7779,0.3112,21.1740,,,1436.6667,Low
Matvei Michkov,8484387,PHI,0.0000,0.7767,0.3107,21.1980,,,2049.2500,Medium
Luke Hughes,8482684,BOS,0.0000,0.7742,0.3097,21.2477,,,4272.4667,High
Sean Kuraly,8476374,BOS,0.4011,0.1554,0.3028,33.7803,False,stable,5493.7333,High
Josh Doan,8482659,BUF,0.0000,0.7568,0.3027,21.6005,,,1613.8500,Low
Mackie Samoskevich,8482713,FLA,0.0000,0.7559,0.3023,21.6202,,,1737.2667,Low
Thomas Novak,8478438,PIT,0.0000,0.7523,0.3009,21.6927,,,3617.8000,High
Tyson Foerster,8482159,PHI,0.0000,0.7499,0.2999,21.7415,,,3043.9500,High
Maksim Tsyplakov,8484958,NYI,0.0000,0.7484,0.2993,21.7718,,,1372.4167,Low
Mavrik Bourque,8482145,DAL,0.0000,0.7412,0.2965,21.9163,,,1705.5833,Low
Brandt Clarke,8482730,LAK,0.0000,0.7361,0.2944,22.0211,,,2642.9167,Medium
Matt Coronato,8482679,MIN,0.0000,0.7359,0.2944,22.0247,,,2582.5500,Medium
Lian Bichsel,8483425,CGY,0.0000,0.7258,0.2903,22.2289,,,1166.0500,Low
Drew Doughty,8474563,CHI,0.0000,0.7240,0.2896,22.2650,,,9035.7000,High
Egor Zamula,8481178,PHI,0.0000,0.7233,0.2893,22.2792,,,2671.5500,Medium
Nikita Kucherov,8476453,PIT,0.0000,0.7229,0.2891,22.2886,,,8191.6167,High
Sean Durzi,8480434,UTA,0.0000,0.7202,0.2881,22.3417,,,5975.3667,High
Shayne Gostisbehere,8476906,TOR,0.0000,0.7196,0.2879,22.3538,,,8224.1000,High
Daniil Miromanov,8482624,VGK,0.0000,0.7168,0.2867,22.4107,,,1641.1833,Low
Sam Malinski,8484258,COL,0.0000,0.7140,0.2856,22.4687,,,2419.3667,Medium
Leo Carlsson,8484153,ANA,0.0000,0.7133,0.2853,22.4827,,,2999.6333,Medium
Emil Andrae,8482126,PHI,0.0000,0.7111,0.2845,22.5259,,,1345.1167,Low
Alex Ovechkin,8471214,WSH,0.0000,0.7107,0.2843,22.5354,,,7971.4500,High
Hendrix Lapierre,8482148,WSH,0.0000,0.7098,0.2839,22.5533,,,1364.7667,Low
Dylan Guenther,8482699,VAN,0.0000,0.7068,0.2827,22.6139,,,3133.4667,High
Miro Heiskanen,8480036,DAL,0.0000,0.7031,0.2813,22.6880,,,10710.5000,High
Uvis Balinskis,8484304,FLA,0.0000,0.6991,0.2796,22.7699,,,1960.4833,Low
Dmitry Orlov,8475200,UTA,0.0000,0.6990,0.2796,22.7717,,,9090.2500,High
Adam Fox,8479323,NYR,0.0000,0.6955,0.2782,22.8424,,,10462.1167,High
Emil Heineman,8482476,NYI,0.0000,0.6945,0.2778,22.8634,,,1661.1667,Low
Macklin Celebrini,8484801,DAL,0.0000,0.6896,0.2758,22.9629,,,2456.1333,Medium
Sean Walker,8480336,CAR,0.0000,0.6874,0.2750,23.0070,,,6420.6500,High
