player_name,player_id,team_2526,offensive_composite,defensive_score,twoway_composite,rush_against_per60,ci_confirmed,trend,total_toi_mins,sample_confidence,rush_against_per60_by_season,def_trajectory,nf_traj,combined_trajectory
Wyatt Johnston,8482740,DAL,0.6138,0.5928,0.6054,24.9215,False,stable,6206.6833,High,"{""20222023"": 26.0419, ""20232024"": 24.0367, ""20242025"": 25.7274, ""20252026"": 23.2363}",stable,declining,offensive_decline
Sam Steel,8479351,DAL,0.6198,0.5830,0.6051,25.1202,False,rising,5742.0000,High,"{""20202021"": 24.2545, ""20212022"": 28.1648, ""20222023"": 24.9696, ""20232024"": 24.5334, ""20242025"": 24.261, ""20252026"": 25.161}",stable,stable,elite_trajectory
Chris Kreider,8475184,ANA,0.5406,0.7012,0.6048,22.7280,False,rising,8115.0833,High,"{""20202021"": 22.3481, ""20212022"": 23.9687, ""20222023"": 21.5562, ""20232024"": 21.5627, ""20242025"": 27.1552, ""20252026"": 19.0699}",stable,declining,offensive_decline
Nicolas Roy,8478462,TOR,0.5864,0.6296,0.6037,24.1782,False,stable,6593.5333,High,"{""20202021"": 21.2574, ""20212022"": 24.7468, ""20222023"": 25.4488, ""20232024"": 25.6827, ""20242025"": 22.6145, ""20252026"": 24.6127}",stable,stable,elite_trajectory
Jonathan Drouin,8477494,NYI,0.4750,0.7943,0.6027,20.8423,False,rising,5150.1000,High,"{""20202021"": 21.6288, ""20212022"": 28.079, ""20222023"": 21.0514, ""20232024"": 19.3954, ""20242025"": 16.7619, ""20252026"": 22.2865}",stable,stable,elite_trajectory
Nick Suzuki,8480018,MTL,0.5550,0.6729,0.6022,23.2999,False,declining,9399.1667,High,"{""20202021"": 23.7646, ""20212022"": 25.0391, ""20222023"": 23.2296, ""20232024"": 24.5522, ""20242025"": 21.9335, ""20252026"": 20.2463}",stable,declining,offensive_decline
Brock Nelson,8475754,COL,0.6131,0.5779,0.5990,25.2237,False,rising,8401.6333,High,"{""20202021"": 28.6512, ""20212022"": 27.0711, ""20222023"": 25.0747, ""20232024"": 24.5955, ""20242025"": 23.4901, ""20252026"": 22.0102}",stable,declining,offensive_decline
Casey Mittelstadt,8479999,BOS,0.5567,0.6621,0.5989,23.5186,True,rising,6204.4500,High,"{""20202021"": 29.8541, ""20212022"": 23.9138, ""20222023"": 25.494, ""20232024"": 21.6316, ""20242025"": 21.9176, ""20252026"": 20.9424}",improving,rising,both_improving
Zach Benson,8484145,BUF,0.5038,0.7411,0.5987,21.9192,False,stable,2761.9667,Medium,"{""20232024"": 22.9288, ""20242025"": 21.8661, ""20252026"": 20.476}",stable,declining,offensive_decline
Martin Necas,8480039,COL,0.4336,0.8444,0.5979,19.8272,False,stable,8551.8833,High,"{""20202021"": 22.1598, ""20212022"": 21.661, ""20222023"": 17.4706, ""20232024"": 19.7882, ""20242025"": 18.387, ""20252026"": 21.0492}",stable,rising,elite_trajectory
Brad Marchand,8473419,FLA,0.5564,0.6591,0.5975,23.5792,True,rising,8137.6667,High,"{""20202021"": 22.2017, ""20212022"": 23.4474, ""20222023"": 23.8464, ""20232024"": 24.4626, ""20242025"": 23.0797, ""20252026"": 25.0309}",stable,stable,elite_trajectory
Kirill Kaprizov,8478864,MIN,0.4817,0.7691,0.5967,21.3511,False,rising,8000.5333,High,"{""20202021"": 23.3141, ""20212022"": 22.8033, ""20222023"": 18.1174, ""20232024"": 21.5496, ""20242025"": 22.2289, ""20252026"": 20.4986}",stable,declining,offensive_decline
Adrian Kempe,8477960,CHI,0.5135,0.7199,0.5961,22.3489,False,stable,8333.2833,High,"{""20202021"": 24.3615, ""20212022"": 22.5887, ""20222023"": 22.4504, ""20232024"": 20.5741, ""20242025"": 23.776, ""20252026"": 20.2186}",stable,stable,elite_trajectory
Dmitri Voronkov,8481716,CBJ,0.5702,0.6348,0.5960,24.0721,False,stable,2634.5833,Medium,"{""20232024"": 24.2802, ""20242025"": 23.7772, ""20252026"": 24.3768}",stable,stable,elite_trajectory
Dakota Joshua,8478057,CAR,0.6509,0.5115,0.5951,26.5694,True,stable,3552.2000,High,"{""20202021"": 23.3396, ""20212022"": 22.2181, ""20222023"": 30.2571, ""20232024"": 24.4942, ""20242025"": 23.7991, ""20252026"": 31.9338}",stable,declining,offensive_decline
Nils Hoglander,8481535,VAN,0.6101,0.5709,0.5944,25.3665,True,declining,4129.8500,High,"{""20202021"": 29.1501, ""20212022"": 26.1152, ""20222023"": 29.6043, ""20232024"": 22.02, ""20242025"": 23.8308, ""20252026"": 24.1358}",stable,stable,elite_trajectory
Trent Frederic,8479365,EDM,0.6556,0.4981,0.5926,26.8412,False,rising,5036.2833,High,"{""20202021"": 27.9924, ""20212022"": 29.0454, ""20222023"": 27.6412, ""20232024"": 26.6136, ""20242025"": 26.4327, ""20252026"": 22.1515}",stable,declining,offensive_decline
Jonathan Marchessault,8476539,FLA,0.5034,0.7255,0.5922,22.2348,False,stable,7976.6833,High,"{""20202021"": 20.1001, ""20212022"": 20.8305, ""20222023"": 22.6914, ""20232024"": 21.3426, ""20242025"": 24.0633, ""20252026"": 26.2063}",declining,declining,both_declining
Jonathan Huberdeau,8476456,MIN,0.4828,0.7560,0.5921,21.6180,False,stable,7654.7167,High,"{""20202021"": 21.1024, ""20212022"": 20.8869, ""20222023"": 22.0677, ""20232024"": 22.0517, ""20242025"": 22.6715, ""20252026"": 19.6408}",stable,rising,elite_trajectory
Brayden Schenn,8475170,BOS,0.6103,0.5637,0.5917,25.5120,False,rising,7791.6333,High,"{""20202021"": 24.9117, ""20212022"": 27.7444, ""20222023"": 27.4749, ""20232024"": 24.8471, ""20242025"": 23.4397, ""20252026"": 24.1672}",stable,declining,offensive_decline
William Eklund,8482667,SJS,0.5747,0.6169,0.5916,24.4348,False,stable,4125.2667,High,"{""20212022"": 23.1694, ""20222023"": 23.4405, ""20232024"": 26.1985, ""20242025"": 23.9014, ""20252026"": 22.7283}",stable,rising,elite_trajectory
Evan Rodrigues,8478542,FLA,0.4769,0.7624,0.5911,21.4871,False,stable,7061.9167,High,"{""20202021"": 24.8612, ""20212022"": 22.5928, ""20222023"": 22.4772, ""20232024"": 19.6748, ""20242025"": 20.479, ""20252026"": 21.0494}",stable,stable,elite_trajectory
Dawson Mercer,8482110,NJD,0.6441,0.5111,0.5909,26.5761,False,stable,6745.9000,High,"{""20212022"": 30.1257, ""20222023"": 25.6187, ""20232024"": 23.9172, ""20242025"": 27.7606, ""20252026"": 25.0537}",stable,stable,elite_trajectory
Tyson Jost,8479370,NSH,0.7192,0.3982,0.5908,28.8628,False,stable,4359.2500,High,"{""20202021"": 28.6082, ""20212022"": 32.1709, ""20222023"": 32.9257, ""20232024"": 24.23, ""20242025"": 19.7878, ""20252026"": 25.4351}",improving,declining,offensive_decline
Charlie Coyle,8475745,CBJ,0.7158,0.4013,0.5900,28.8015,True,rising,8170.4000,High,"{""20202021"": 28.4437, ""20212022"": 29.2115, ""20222023"": 31.5751, ""20232024"": 28.1758, ""20242025"": 27.34, ""20252026"": 27.4016}",stable,stable,elite_trajectory
Ross Colton,8479525,COL,0.5668,0.6225,0.5891,24.3219,False,declining,5602.3667,High,"{""20202021"": 26.6699, ""20212022"": 25.9509, ""20222023"": 26.508, ""20232024"": 22.7294, ""20242025"": 21.3819, ""20252026"": 21.9819}",stable,declining,offensive_decline
Nathan MacKinnon,8477492,NYI,0.4510,0.7948,0.5885,20.8316,False,rising,9980.0167,High,"{""20202021"": 18.2453, ""20212022"": 23.6234, ""20222023"": 22.0651, ""20232024"": 20.5769, ""20242025"": 18.3992, ""20252026"": 21.8314}",stable,rising,elite_trajectory
Kyle Connor,8478398,WPG,0.5262,0.6816,0.5884,23.1234,False,declining,9162.1667,High,"{""20202021"": 21.7383, ""20212022"": 25.9537, ""20222023"": 21.7929, ""20232024"": 22.4654, ""20242025"": 24.443, ""20252026"": 21.0013}",stable,declining,offensive_decline
Morgan Barron,8480289,WPG,0.6312,0.5225,0.5877,26.3470,False,stable,3577.6333,High,"{""20202021"": 35.0621, ""20212022"": 22.2236, ""20222023"": 25.2576, ""20232024"": 26.7666, ""20242025"": 24.7623, ""20252026"": 31.3621}",stable,stable,elite_trajectory
Anthony Cirelli,8478519,TBL,0.6664,0.4649,0.5858,27.5131,True,rising,8075.4333,High,"{""20202021"": 27.2336, ""20212022"": 28.7121, ""20222023"": 32.0848, ""20232024"": 25.5011, ""20242025"": 25.2896, ""20252026"": 27.2512}",stable,stable,elite_trajectory
Jack Eichel,8478403,VGK,0.5258,0.6732,0.5848,23.2944,False,declining,7008.5500,High,"{""20202021"": 20.35, ""20212022"": 22.8683, ""20222023"": 24.2521, ""20232024"": 23.8435, ""20242025"": 24.5476, ""20252026"": 20.0028}",stable,declining,offensive_decline
Sam Reinhart,8477933,FLA,0.4784,0.7429,0.5842,21.8831,False,stable,9706.1333,High,"{""20202021"": 24.64, ""20212022"": 20.8155, ""20222023"": 24.1466, ""20232024"": 19.8928, ""20242025"": 21.5903, ""20252026"": 20.5959}",stable,declining,offensive_decline
Blake Coleman,8476399,CGY,0.5823,0.5870,0.5842,25.0400,False,rising,7399.3500,High,"{""20202021"": 26.7062, ""20212022"": 25.2981, ""20222023"": 24.5939, ""20232024"": 24.9135, ""20242025"": 24.524, ""20252026"": 23.8411}",stable,declining,offensive_decline
Bo Horvat,8477500,NYI,0.5970,0.5649,0.5842,25.4876,False,declining,8448.8000,High,"{""20202021"": 27.7211, ""20212022"": 28.4682, ""20222023"": 23.7735, ""20232024"": 24.8918, ""20242025"": 24.8954, ""20252026"": 23.6889}",stable,rising,elite_trajectory
John Tavares,8475166,TOR,0.5724,0.5984,0.5828,24.8088,False,stable,8259.1500,High,"{""20202021"": 24.2071, ""20212022"": 25.7839, ""20222023"": 23.1216, ""20232024"": 22.8992, ""20242025"": 27.0001, ""20252026"": 26.3613}",stable,stable,elite_trajectory
Sean Couturier,8476461,PHI,0.5043,0.7004,0.5827,22.7435,False,stable,4891.0667,High,"{""20202021"": 23.2476, ""20212022"": 26.5877, ""20232024"": 19.2271, ""20242025"": 22.6418, ""20252026"": 25.3617}",stable,stable,elite_trajectory
Matt Boldy,8481557,MIN,0.5052,0.6977,0.5822,22.7981,False,rising,6558.4333,High,"{""20212022"": 26.5871, ""20222023"": 20.2363, ""20232024"": 20.6933, ""20242025"": 24.263, ""20252026"": 24.3777}",stable,stable,elite_trajectory
Jake DeBrusk,8478498,VAN,0.5760,0.5886,0.5811,25.0067,False,stable,6888.5667,High,"{""20202021"": 27.748, ""20212022"": 27.492, ""20222023"": 23.1198, ""20232024"": 27.0392, ""20242025"": 22.2467, ""20252026"": 21.7234}",improving,stable,elite_trajectory
Robert Thomas,8480023,STL,0.5865,0.5698,0.5798,25.3887,False,stable,7560.0667,High,"{""20202021"": 24.9281, ""20212022"": 28.9358, ""20222023"": 25.6078, ""20232024"": 24.3555, ""20242025"": 23.8614, ""20252026"": 23.3144}",stable,rising,elite_trajectory
Kirill Marchenko,8480893,CBJ,0.5224,0.6657,0.5797,23.4461,False,declining,4583.2833,High,"{""20222023"": 24.8588, ""20232024"": 24.4796, ""20242025"": 23.6775, ""20252026"": 20.2587}",stable,declining,offensive_decline
Kailer Yamamoto,8479977,UTA,0.5906,0.5576,0.5774,25.6352,False,stable,4943.2000,High,"{""20202021"": 25.7301, ""20212022"": 30.2609, ""20222023"": 25.6766, ""20232024"": 18.3816, ""20242025"": 24.4621, ""20252026"": 20.2696}",stable,stable,elite_trajectory
Kevin Stenlund,8478831,VAN,0.6148,0.5193,0.5766,26.4102,False,stable,4214.2833,High,"{""20202021"": 24.4746, ""20212022"": 39.8524, ""20222023"": 26.158, ""20232024"": 25.4876, ""20242025"": 27.1041, ""20252026"": 28.0243}",stable,declining,offensive_decline
Noah Cates,8480220,PIT,0.5585,0.6033,0.5764,24.7103,False,stable,4513.9000,High,"{""20212022"": 28.877, ""20222023"": 28.3351, ""20232024"": 21.4408, ""20242025"": 24.4312, ""20252026"": 20.916}",stable,rising,elite_trajectory
Jason Zucker,8475722,BUF,0.5155,0.6677,0.5764,23.4053,False,rising,5373.1500,High,"{""20202021"": 22.3735, ""20212022"": 27.7256, ""20222023"": 23.1909, ""20232024"": 24.5528, ""20242025"": 22.5201, ""20252026"": 19.6606}",stable,stable,elite_trajectory
Nico Hischier,8480002,NJD,0.5749,0.5751,0.5750,25.2808,False,stable,7525.8833,High,"{""20202021"": 31.6304, ""20212022"": 30.4118, ""20222023"": 24.6596, ""20232024"": 22.638, ""20242025"": 23.8818, ""20252026"": 22.7618}",stable,rising,elite_trajectory
Kiefer Sherwood,8480748,VAN,0.5219,0.6509,0.5735,23.7450,False,stable,3469.3667,High,"{""20202021"": 17.364, ""20212022"": 20.375, ""20222023"": 25.5212, ""20232024"": 24.1242, ""20242025"": 23.8342, ""20252026"": 23.8971}",stable,rising,elite_trajectory
Jack Roslovic,8478458,EDM,0.5954,0.5374,0.5722,26.0438,False,stable,6148.8833,High,"{""20202021"": 25.0704, ""20212022"": 28.9596, ""20222023"": 30.8911, ""20232024"": 27.0669, ""20242025"": 18.9596, ""20252026"": 23.4895}",improving,stable,elite_trajectory
Garnet Hathaway,8477903,PHI,0.6510,0.4504,0.5708,27.8057,True,stable,5148.5833,High,"{""20202021"": 28.751, ""20212022"": 28.3398, ""20222023"": 30.5061, ""20232024"": 24.9583, ""20242025"": 28.0026, ""20252026"": 24.3522}",stable,declining,offensive_decline
Dylan Cozens,8481528,OTT,0.5771,0.5608,0.5706,25.5715,False,rising,6858.4167,High,"{""20202021"": 29.198, ""20212022"": 24.0703, ""20222023"": 29.8148, ""20232024"": 25.8967, ""20242025"": 25.3046, ""20252026"": 18.6119}",improving,declining,offensive_decline
Gustav Nyquist,8474679,WPG,0.6489,0.4520,0.5702,27.7735,False,rising,5817.7667,High,"{""20212022"": 31.9602, ""20222023"": 33.877, ""20232024"": 24.2314, ""20242025"": 24.3483, ""20252026"": 23.0923}",improving,declining,offensive_decline
Keegan Kolesar,8478434,VGK,0.5605,0.5845,0.5701,25.0907,False,stable,5347.0000,High,"{""20202021"": 20.469, ""20212022"": 25.34, ""20222023"": 26.747, ""20232024"": 28.469, ""20242025"": 24.4707, ""20252026"": 22.4109}",stable,stable,elite_trajectory
Alex Newhook,8481618,MTL,0.5399,0.6142,0.5696,24.4885,False,rising,5108.5167,High,"{""20202021"": 21.6081, ""20212022"": 25.5851, ""20222023"": 23.1621, ""20232024"": 24.2695, ""20242025"": 24.8325, ""20252026"": 25.6517}",stable,declining,offensive_decline
Ivan Barbashev,8477964,VGK,0.6062,0.5146,0.5696,26.5067,False,stable,7367.9500,High,"{""20202021"": 30.229, ""20212022"": 30.6058, ""20222023"": 26.8633, ""20232024"": 24.2792, ""20242025"": 25.1105, ""20252026"": 21.8059}",improving,stable,elite_trajectory
Ryan McLeod,8480802,WPG,0.5762,0.5593,0.5694,25.6010,False,declining,5952.9000,High,"{""20202021"": 26.267, ""20212022"": 26.1915, ""20222023"": 25.6141, ""20232024"": 22.6518, ""20242025"": 27.7653, ""20252026"": 26.4793}",stable,declining,offensive_decline
William Karlsson,8476448,VGK,0.5121,0.6544,0.5690,23.6754,False,stable,6938.8333,High,"{""20202021"": 21.579, ""20212022"": 22.3442, ""20222023"": 24.8696, ""20232024"": 26.0633, ""20242025"": 23.6925, ""20252026"": 15.6245}",improving,declining,offensive_decline
Mathieu Joseph,8478472,BOS,0.6073,0.5092,0.5680,26.6165,False,rising,4727.1500,High,"{""20202021"": 26.0021, ""20212022"": 29.328, ""20222023"": 29.1074, ""20232024"": 25.2582, ""20242025"": 25.3612, ""20252026"": 22.0153}",stable,stable,elite_trajectory
Quinton Byfield,8482124,LAK,0.4623,0.7266,0.5680,22.2131,False,stable,5372.5000,High,"{""20202021"": 23.3204, ""20212022"": 22.716, ""20222023"": 22.6722, ""20232024"": 20.0338, ""20242025"": 22.1968, ""20252026"": 24.6657}",stable,declining,offensive_decline
Ridly Greig,8482092,OTT,0.5399,0.6083,0.5673,24.6082,False,stable,3567.1000,High,"{""20222023"": 23.4853, ""20232024"": 25.6005, ""20242025"": 25.0113, ""20252026"": 23.0332}",stable,rising,elite_trajectory
Ryan Lomberg,8479066,CGY,0.5828,0.5436,0.5671,25.9181,False,declining,3898.4333,High,"{""20202021"": 29.5315, ""20212022"": 25.2938, ""20222023"": 28.3425, ""20232024"": 22.4486, ""20242025"": 26.1027, ""20252026"": 22.7135}",stable,stable,elite_trajectory
Joel Eriksson Ek,8478493,MIN,0.6191,0.4877,0.5666,27.0500,False,stable,7472.8167,High,"{""20202021"": 29.7677, ""20212022"": 26.4171, ""20222023"": 27.2834, ""20232024"": 26.0815, ""20242025"": 27.9783, ""20252026"": 24.923}",stable,stable,elite_trajectory
Pavel Buchnevich,8477402,STL,0.5675,0.5647,0.5664,25.4919,False,stable,7851.9167,High,"{""20202021"": 29.4275, ""20212022"": 26.3084, ""20222023"": 27.2208, ""20232024"": 22.8504, ""20242025"": 23.5312, ""20252026"": 25.2658}",stable,declining,offensive_decline
Ondrej Palat,8476292,NJD,0.5383,0.6018,0.5637,24.7401,False,stable,6800.3000,High,"{""20202021"": 23.3517, ""20212022"": 26.4512, ""20222023"": 24.4148, ""20232024"": 22.7192, ""20242025"": 26.8766, ""20252026"": 23.474}",stable,stable,elite_trajectory
Mika Zibanejad,8476459,NYR,0.5206,0.6258,0.5627,24.2541,False,stable,9417.8000,High,"{""20202021"": 26.5404, ""20212022"": 25.5879, ""20222023"": 21.318, ""20232024"": 22.5251, ""20242025"": 24.9068, ""20252026"": 26.3977}",stable,rising,elite_trajectory
Josh Norris,8480064,BUF,0.5472,0.5858,0.5626,25.0652,False,declining,4777.9333,High,"{""20202021"": 28.8603, ""20212022"": 26.3077, ""20222023"": 26.6852, ""20232024"": 22.7406, ""20242025"": 24.3527, ""20252026"": 20.7451}",stable,declining,offensive_decline
Matias Maccelli,8481711,TOR,0.5608,0.5609,0.5608,25.5685,False,rising,4033.8667,High,"{""20212022"": 30.8619, ""20222023"": 27.548, ""20232024"": 24.0156, ""20242025"": 22.3292, ""20252026"": 26.8737}",stable,declining,offensive_decline
William Carrier,8477478,CAR,0.4429,0.7369,0.5605,22.0046,False,stable,4008.2500,High,"{""20202021"": 20.5476, ""20212022"": 23.3039, ""20222023"": 25.4628, ""20232024"": 25.3802, ""20242025"": 18.6925, ""20252026"": 16.8829}",improving,declining,offensive_decline
Craig Smith,8475225,CHI,0.5479,0.5787,0.5602,25.2074,True,stable,4372.5333,High,"{""20202021"": 23.1829, ""20212022"": 26.8221, ""20222023"": 26.7563, ""20232024"": 22.0257, ""20242025"": 28.3013}",stable,stable,elite_trajectory
Marcus Foligno,8475220,MIN,0.6134,0.4797,0.5599,27.2122,False,stable,5406.4000,High,"{""20202021"": 30.1758, ""20212022"": 26.8727, ""20222023"": 25.9913, ""20232024"": 28.248, ""20242025"": 26.9838, ""20252026"": 24.7849}",stable,stable,elite_trajectory
Alex Killorn,8473986,ANA,0.5687,0.5450,0.5592,25.8915,False,rising,8215.0500,High,"{""20202021"": 24.9752, ""20212022"": 26.1601, ""20222023"": 28.5721, ""20232024"": 24.5966, ""20242025"": 25.4257, ""20252026"": 24.3706}",stable,declining,offensive_decline
Cole Smith,8482062,NSH,0.6294,0.4498,0.5576,27.8183,False,rising,3552.3333,High,"{""20202021"": 70.5882, ""20212022"": 28.8611, ""20222023"": 29.8214, ""20232024"": 28.206, ""20242025"": 27.2553, ""20252026"": 23.931}",improving,stable,elite_trajectory
Tanner Jeannot,8479661,STL,0.6566,0.4070,0.5568,28.6848,False,stable,4733.5167,High,"{""20202021"": 27.4013, ""20212022"": 33.5657, ""20222023"": 31.5448, ""20232024"": 21.8976, ""20242025"": 23.9799, ""20252026"": 26.0384}",stable,stable,elite_trajectory
Robby Fabbri,8477952,STL,0.6164,0.4657,0.5561,27.4956,False,stable,3720.6000,High,"{""20202021"": 27.4809, ""20212022"": 23.7239, ""20222023"": 23.9385, ""20232024"": 28.0795, ""20242025"": 34.1655, ""20252026"": 27.5413}",declining,rising,defensive_decline
Anze Kopitar,8471685,LAK,0.4528,0.7097,0.5556,22.5554,False,rising,9028.4500,High,"{""20202021"": 24.4808, ""20212022"": 21.3651, ""20222023"": 22.7831, ""20232024"": 21.6421, ""20242025"": 23.5658, ""20252026"": 21.912}",stable,rising,elite_trajectory
Mark Jankowski,8476873,CAR,0.5564,0.5503,0.5540,25.7822,False,rising,3109.1167,High,"{""20202021"": 31.0008, ""20212022"": 34.947, ""20222023"": 33.763, ""20232024"": 22.5362, ""20242025"": 21.4209, ""20252026"": 15.5188}",improving,stable,elite_trajectory
Eetu Luostarinen,8480185,FLA,0.5608,0.5426,0.5535,25.9384,False,rising,7406.7667,High,"{""20202021"": 34.7956, ""20212022"": 26.4798, ""20222023"": 28.0873, ""20232024"": 23.8667, ""20242025"": 24.2215, ""20252026"": 22.2765}",improving,stable,elite_trajectory
Drew O'Connor,8482055,UTA,0.5574,0.5463,0.5530,25.8644,False,rising,3920.4500,High,"{""20202021"": 24.9049, ""20212022"": 21.4662, ""20222023"": 23.6536, ""20232024"": 27.8182, ""20242025"": 26.4397, ""20252026"": 24.5428}",stable,stable,elite_trajectory
Alex Tuch,8477949,BUF,0.4966,0.6364,0.5525,24.0386,False,stable,7545.3500,High,"{""20202021"": 18.6998, ""20212022"": 24.9689, ""20222023"": 25.9738, ""20232024"": 22.5051, ""20242025"": 25.4937, ""20252026"": 27.141}",stable,rising,elite_trajectory
Cody Glass,8479996,NJD,0.4913,0.6417,0.5515,23.9326,False,rising,3682.8500,High,"{""20202021"": 18.0488, ""20212022"": 25.9654, ""20222023"": 23.7013, ""20232024"": 23.2061, ""20242025"": 28.0599, ""20252026"": 22.4843}",stable,stable,elite_trajectory
Filip Forsberg,8476887,NSH,0.4744,0.6667,0.5513,23.4264,False,declining,7181.6333,High,"{""20202021"": 23.7358, ""20212022"": 25.6283, ""20222023"": 23.283, ""20232024"": 21.4471, ""20242025"": 23.5868, ""20252026"": 23.4}",stable,stable,elite_trajectory
Connor McMichael,8481580,WSH,0.5991,0.4750,0.5495,27.3087,False,stable,4444.7333,High,"{""20202021"": 42.4242, ""20212022"": 25.5342, ""20222023"": 54.1863, ""20232024"": 27.8585, ""20242025"": 25.8973, ""20252026"": 28.7309}",improving,stable,elite_trajectory
Brandon Saad,8476438,VGK,0.5712,0.5167,0.5494,26.4638,False,rising,6191.8500,High,"{""20202021"": 25.9152, ""20212022"": 26.8763, ""20222023"": 28.7177, ""20232024"": 26.3932, ""20242025"": 23.9073, ""20252026"": 26.9394}",stable,declining,offensive_decline
Trevor Moore,8479675,CHI,0.4829,0.6484,0.5491,23.7959,False,stable,6939.0000,High,"{""20202021"": 29.185, ""20212022"": 23.0695, ""20222023"": 23.07, ""20232024"": 21.6351, ""20242025"": 23.3288, ""20252026"": 25.612}",stable,stable,elite_trajectory
Timo Meier,8478414,NJD,0.4931,0.6317,0.5486,24.1339,False,stable,7537.9500,High,"{""20202021"": 26.0556, ""20212022"": 27.6841, ""20222023"": 22.7577, ""20232024"": 21.6608, ""20242025"": 23.9479, ""20252026"": 22.6133}",stable,stable,elite_trajectory
Mason Appleton,8478891,DET,0.6062,0.4608,0.5480,27.5965,True,stable,5757.2500,High,"{""20202021"": 27.0116, ""20212022"": 27.2682, ""20222023"": 27.3639, ""20232024"": 27.3314, ""20242025"": 28.4259, ""20252026"": 28.5143}",stable,declining,offensive_decline
Linus Karlsson,8481024,VAN,0.5456,,0.5456,,defensive data insufficient,stable,,Low,,,stable,stable
Mikael Granlund,8475798,ANA,0.6318,0.4152,0.5451,28.5202,False,stable,8434.0167,High,"{""20202021"": 30.5936, ""20212022"": 30.5987, ""20222023"": 27.141, ""20232024"": 30.1546, ""20242025"": 27.7632, ""20252026"": 22.5777}",improving,stable,elite_trajectory
Warren Foegele,8477998,LAK,0.4991,0.6110,0.5439,24.5531,False,stable,6429.3333,High,"{""20202021"": 26.2529, ""20212022"": 24.0683, ""20222023"": 24.4475, ""20232024"": 24.5219, ""20242025"": 23.157, ""20252026"": 26.5496}",stable,rising,elite_trajectory
JJ Peterka,8482175,UTA,0.4823,0.6343,0.5431,24.0823,False,stable,4546.9000,High,"{""20212022"": 32.1981, ""20222023"": 27.6748, ""20232024"": 23.3897, ""20242025"": 23.1495, ""20252026"": 21.4853}",improving,declining,offensive_decline
Claude Giroux,8473512,NYR,0.4519,0.6772,0.5420,23.2123,False,rising,8108.6167,High,"{""20202021"": 24.8542, ""20212022"": 23.5501, ""20222023"": 24.6421, ""20232024"": 22.4352, ""20242025"": 23.1263, ""20252026"": 19.4883}",stable,rising,elite_trajectory
Matthew Knies,8482720,TOR,0.5462,0.5353,0.5418,26.0866,False,stable,3910.0500,High,"{""20222023"": 23.8619, ""20232024"": 25.4242, ""20242025"": 25.1451, ""20252026"": 28.8449}",stable,rising,elite_trajectory
Jake Neighbours,8482089,STL,0.4785,0.6327,0.5402,24.1143,False,stable,3879.0333,High,"{""20212022"": 33.7171, ""20222023"": 25.5629, ""20232024"": 24.8888, ""20242025"": 22.7545, ""20252026"": 23.1196}",improving,declining,offensive_decline
Brandon Hagel,8479542,TBL,0.5197,0.5686,0.5393,25.4118,True,stable,8183.6000,High,"{""20202021"": 29.5203, ""20212022"": 25.8974, ""20222023"": 24.8951, ""20232024"": 24.6561, ""20242025"": 24.2327, ""20252026"": 25.8435}",stable,stable,elite_trajectory
Mason Marchment,8478975,LAK,0.4308,0.7019,0.5393,22.7122,False,stable,6142.0667,High,"{""20202021"": 22.2656, ""20212022"": 17.0106, ""20222023"": 25.9846, ""20232024"": 24.3993, ""20242025"": 23.1631, ""20252026"": 19.8791}",stable,rising,elite_trajectory
Alexey Toropchenko,8480281,STL,0.5794,0.4785,0.5390,27.2375,False,stable,3828.5500,High,"{""20212022"": 28.3534, ""20222023"": 27.7222, ""20232024"": 29.0997, ""20242025"": 24.2597, ""20252026"": 28.1378}",stable,rising,elite_trajectory
Brandon Tanev,8479293,LAK,0.6683,0.3444,0.5387,29.9529,False,stable,4701.3833,High,"{""20202021"": 26.759, ""20212022"": 31.3734, ""20222023"": 29.1693, ""20232024"": 31.7016, ""20242025"": 32.2571, ""20252026"": 20.7702}",stable,declining,offensive_decline
Reilly Smith,8475191,VGK,0.4866,0.6163,0.5385,24.4460,False,stable,7100.5500,High,"{""20202021"": 20.9332, ""20212022"": 23.972, ""20222023"": 24.3717, ""20232024"": 25.6283, ""20242025"": 27.5382, ""20252026"": 23.5287}",stable,stable,elite_trajectory
Barrett Hayton,8480849,UTA,0.4747,0.6329,0.5380,24.1098,False,stable,4900.0833,High,"{""20202021"": 20.889, ""20212022"": 28.4153, ""20222023"": 27.0139, ""20232024"": 24.2255, ""20242025"": 20.6048, ""20252026"": 17.4384}",improving,rising,both_improving
Jaden Schwartz,8475768,NYI,0.4626,0.6505,0.5378,23.7543,False,stable,5746.3167,High,"{""20202021"": 26.3877, ""20212022"": 25.6478, ""20222023"": 20.8025, ""20232024"": 23.0072, ""20242025"": 23.7003, ""20252026"": 28.7949}",stable,declining,offensive_decline
Matty Beniers,8482665,SEA,0.4421,0.6807,0.5375,23.1426,False,rising,5607.8500,High,"{""20212022"": 19.4805, ""20222023"": 22.6039, ""20232024"": 22.7889, ""20242025"": 24.5929, ""20252026"": 22.9766}",stable,declining,offensive_decline
Oliver Bjorkstrand,8477416,TBL,0.4709,0.6368,0.5373,24.0315,False,rising,7113.1500,High,"{""20202021"": 28.0489, ""20212022"": 27.4742, ""20222023"": 21.5564, ""20232024"": 23.9369, ""20242025"": 20.7881, ""20252026"": 22.1603}",stable,declining,offensive_decline
