player_name,team,pos,PFR,PUR,PAR,games_played,total_5v5_toi_minutes,toi_per_game,oz_faceoff_shifts,oz_faceoff_shifts_per_game,dz_faceoff_shifts,dz_faceoff_shifts_per_game,player_OZ_retention_pct,player_DZ_escape_rate_pct,OUER,DUER,OAER,DAER,NZ_ratio,ROC,ROL,ROC_adj,ROL_adj,context_flag,CF_pct,player_id,seasons_covered,player_DZ_time_pct,PUR_raw,PAR_raw,teammates_avg_OZ_retention,teammates_avg_DZ_escape,ROC_weight_sec,ROL_weight_sec
Jack Studnicka,FLA,C,0.8862,0.4281,0.4831,89,831.43,9.342,96,1.079,119,1.337,76.41,20.63,1.0577,0.7807,1.0502,0.826,1.134,0.6023,0.5507,0.6602,0.6184,🔴 Underperforming — tough situation,0.4573,8480021,"2022-23, 2023-24, 2025-26",79.37,1.449,1.4788,0.7276,0.2497,142894,89759
John Beecher,CGY,C,0.8863,0.3776,0.426,177,1605.95,9.073,112,0.633,518,2.927,68.9,18.92,0.9537,0.7159,0.9681,0.7356,1.0154,0.615,0.5121,0.6727,0.5716,🔴 Underperforming — tough situation,0.4959,8481556,"2023-24, 2024-25, 2025-26",81.08,1.2781,1.3041,0.7117,0.2572,280539,176321
Owen Tippett,PHI,R,0.8864,0.6646,0.7498,313,4152.92,13.268,770,2.46,569,1.818,73.99,26.03,1.0243,0.9851,1.0204,1.0298,0.9963,0.638,0.6174,0.6968,0.6938,🟢 Elite — self made,0.5298,8480015,"2022-23, 2023-24, 2024-25, 2025-26",73.97,2.2493,2.2951,0.7252,0.2527,725824,493548
Alexander Kerfoot,UTA,C,0.8865,0.5958,0.6721,289,3449.62,11.936,506,1.751,601,2.08,73.75,25.93,1.0209,0.9815,1.0211,1.0217,0.9796,0.6369,0.6009,0.6956,0.6741,🟡 Solid — self made,0.5036,8477021,"2022-23, 2023-24, 2024-25, 2025-26",74.07,2.0166,2.0573,0.7223,0.2538,602492,409124
Nathan Walker,STL,L,0.8865,0.501,0.5652,226,2390.6,10.578,209,0.925,343,1.518,68.62,25.11,0.9499,0.9503,0.9608,0.9778,0.9978,0.6159,0.5442,0.6753,0.6083,🔴 Underperforming — tough situation,0.4839,8477573,"2022-23, 2023-24, 2024-25, 2025-26",74.89,1.6958,1.7301,0.7142,0.2568,414700,273802
Zack Ostapchuk,SJS,C,0.8866,0.414,0.467,121,1078.17,8.91,146,1.207,147,1.215,64.78,25.56,0.8967,0.9673,0.9236,0.9777,0.989,0.6064,0.511,0.6642,0.5677,🔴 Underperforming — tough situation,0.4824,8482859,"2023-24, 2024-25, 2025-26",74.44,1.4013,1.4294,0.7014,0.2614,186157,126608
Lawson Crouse,UTA,L,0.8867,0.5981,0.6744,319,3933.27,12.33,596,1.868,643,2.016,74.07,24.32,1.0252,0.9206,1.0186,0.966,1.0171,0.642,0.6074,0.7012,0.684,🟡 Solid — self made,0.4915,8478474,"2022-23, 2023-24, 2024-25, 2025-26",75.68,2.0242,2.0645,0.7272,0.2518,689247,468959
Austin Watson,DET,L,0.8867,0.3525,0.3976,121,935.6,7.732,110,0.909,197,1.628,67.75,23.55,0.9378,0.8912,0.9444,0.9211,1.055,0.6002,0.4978,0.6591,0.5533,🔴 Underperforming — tough situation,0.4949,8475766,"2022-23, 2023-24, 2024-25",76.45,1.1932,1.217,0.7174,0.2557,161380,101413
Calle Jarnkrok,TOR,C,0.8869,0.5131,0.5785,230,2509.08,10.909,343,1.491,421,1.83,72.12,23.47,0.9983,0.8884,1.007,0.9171,1.0095,0.6309,0.6206,0.6898,0.6958,🔴 Underperforming — tough situation,0.5003,8475714,"2022-23, 2023-24, 2024-25, 2025-26",76.53,1.7365,1.7709,0.7162,0.256,439020,293481
David Perron,DET,L,0.8871,0.5688,0.6411,272,3271.03,12.026,553,2.033,499,1.835,77.65,21.73,1.0748,0.8225,1.075,0.8592,1.0894,0.6349,0.6201,0.6949,0.6975,🟡 Solid — self made,0.4984,8474102,"2022-23, 2023-24, 2024-25, 2025-26",78.27,1.925,1.9625,0.7223,0.2529,573273,387257
